gene_id,lfc_DENV,lfc_ZIKV
ENSG00000000003,-0.2686068246907354,0.2205200895718633
ENSG00000000419,-1.0354709079403692,0.29599939832388156
ENSG00000000457,-0.21912712806501355,-0.43841782076281754
ENSG00000000460,0.07283063669195666,0.41066089542991113
ENSG00000000971,0.11091484982698718,0.45246782453758216
ENSG00000001036,-0.21012337112335366,0.3778332186105917
ENSG00000001084,0.016717592102046375,0.14943694796029527
ENSG00000001167,-0.20116658360848394,-0.2192854019593682
ENSG00000001460,-0.10630255156936519,-0.46368827179448413
ENSG00000001461,0.340037569640423,0.16034024184167128
ENSG00000001497,0.07329933012814038,-0.3300306158864439
ENSG00000001561,-0.09148944037901896,-0.6998073422381219
ENSG00000001626,0.06741629574487096,0.2570622401491629
ENSG00000001629,0.3555578807906392,-0.12533751275267013
ENSG00000001630,0.025908965854758215,-0.010935054866900273
ENSG00000001631,-0.033380797143088614,-0.09516519893169395
ENSG00000002016,-0.19613389650138524,0.05857939154713909
ENSG00000002330,-0.24156092208051927,0.2639577348224962
ENSG00000002549,-0.22026633792856654,0.18746243776534222
ENSG00000002586,-0.26670615099315587,0.06202715021185945
ENSG00000002746,-0.13296046935804628,-0.009674995151251253
ENSG00000002822,-0.4683905312343839,-0.12437737345739075
ENSG00000002834,-0.07267527799254214,0.02588575242515745
ENSG00000002919,-0.7985818782275613,-0.4140970861672417
ENSG00000002933,-0.2426216107065835,-0.7210636862142736
ENSG00000003056,-0.23263108920786824,-0.030440577122228696
ENSG00000003096,0.19208298385606337,0.0778054749214343
ENSG00000003147,0.2685013811316477,-0.2006323257124052
ENSG00000003249,-0.5817649016556801,-0.5777792332371414
ENSG00000003393,-0.5102012079890326,-0.13028110633421752
ENSG00000003400,-0.060974434671996924,0.4158184336786268
ENSG00000003402,-0.21490756233853858,0.1981639170795555
ENSG00000003436,-0.09995252552369305,0.21140654348608745
ENSG00000003509,-0.14126849179227952,0.10931712612311717
ENSG00000003756,-0.18222250120466033,-0.11470915657460079
ENSG00000003989,0.15150150528555217,0.3174135708944217
ENSG00000004059,-0.6816489763383107,-0.1294922901234239
ENSG00000004142,-0.08986450247343036,0.17726346601084852
ENSG00000004399,0.4496291660312832,0.43873783156031587
ENSG00000004455,0.05813693995839753,0.029897171890953977
ENSG00000004468,0.9461644832703218,0.6265284441864256
ENSG00000004478,-0.417759254084042,0.1900148222578384
ENSG00000004487,-0.13525327385906394,-0.06477708770441559
ENSG00000004534,0.23095769351543982,-0.0764127557470573
ENSG00000004700,0.004013923652830265,-0.1870213081742058
ENSG00000004766,-0.47320303944992004,0.0017124375796417901
ENSG00000004779,-0.1049763675010622,-0.0022570529441843235
ENSG00000004799,-0.4772159173705567,-0.9038292901784952
ENSG00000004864,-0.1813012065189925,0.36491503297361394
ENSG00000004866,0.026927408817459586,0.005734282092840992
ENSG00000004897,0.4245520901585049,-0.7458660292376087
ENSG00000004961,-0.22744229385407966,-0.11544107753742505
ENSG00000004975,-0.06265715956383744,-0.40390137150556393
ENSG00000005007,-0.032204219684581314,-0.31575384252688554
ENSG00000005020,-0.07692742165343258,-0.07343172994893754
ENSG00000005022,-0.1975745563696556,0.149112398462524
ENSG00000005059,-0.14819019637836472,0.20973809954904032
ENSG00000005075,-0.17401949562107077,-0.016152459833454813
ENSG00000005100,-0.22094481822192558,0.35676030953161586
ENSG00000005108,0.9543776942358557,0.20291591319729374
ENSG00000005156,-0.05928422517194587,0.04965517131696906
ENSG00000005175,-0.46524903358698655,0.2991989610854686
ENSG00000005187,-0.012209794699793441,0.10945778959930008
ENSG00000005189,-0.3325216214854929,0.17610106650233348
ENSG00000005194,-0.21210097447092746,0.0971666819467698
ENSG00000005206,-0.03202113581787769,0.1696733713112084
ENSG00000005238,0.8061079538758855,0.07235719371359028
ENSG00000005243,-0.1067380189296192,0.03523110365403681
ENSG00000005302,-0.21697966104755295,0.9135480060248931
ENSG00000005339,0.2917254066206687,0.21980932626366378
ENSG00000005421,-0.12265659956677233,-0.1747976872318846
ENSG00000005436,-0.5251985763063973,-0.7180198106916547
ENSG00000005448,0.7935828216630332,0.27879173108511135
ENSG00000005469,-0.2398147308429961,-0.12185448669254861
ENSG00000005471,0.14075714189005595,0.11070087347399094
ENSG00000005483,0.23375842784276912,-0.08999482688731675
ENSG00000005486,-0.24997647663619116,-0.40934619260288585
