gsm,UMAP1,UMAP2,UMAP3,condition,timepoint,viral_molecules,log_viral
GSM2994579,2.9632049,8.026482,-0.7859178,ZIKV,48h,414,2.6180480967120925
GSM2994580,7.5684214,8.994802,-0.09349769,ZIKV,48h,9,1.0
GSM2994581,2.8861523,8.12761,-0.72581047,ZIKV,48h,8643,3.936714758211204
GSM2994582,5.5923305,8.09357,0.3245944,ZIKV,48h,443,2.6473829701146196
GSM2994583,3.4817894,8.047109,-0.79680055,ZIKV,48h,4019,3.60422605308447
GSM2994584,3.5964966,8.479432,0.16029233,ZIKV,48h,7234,3.859438535455056
GSM2994585,3.6280947,8.322121,-0.7495674,ZIKV,48h,8515,3.930235652766285
GSM2994586,3.8994317,8.853731,-0.31515148,ZIKV,48h,9720,3.9877109431303057
GSM2994587,3.066187,8.105152,0.1433525,ZIKV,48h,5391,3.7317498835272636
GSM2994588,6.9831095,7.6440344,1.3138038,ZIKV,48h,0,0.0
GSM2994589,3.984793,7.7710276,-0.36214855,ZIKV,48h,5834,3.766040860381389
GSM2994590,3.4026036,8.553746,-0.45181817,ZIKV,48h,6746,3.8291107101552946
GSM2994591,2.9799469,8.486565,0.2542157,ZIKV,48h,4177,3.62096843564429
GSM2994592,3.3806233,8.182818,0.46125367,ZIKV,48h,6223,3.7940695839816323
GSM2994593,4.0558596,7.721543,0.11086817,ZIKV,48h,2435,3.3866772839608377
GSM2994594,3.5437748,8.874871,-0.15404221,ZIKV,48h,5920,3.7723950610820003
GSM2994595,6.404738,9.204372,0.82744247,ZIKV,48h,0,0.0
GSM2994596,3.246295,7.6990743,-0.68263704,ZIKV,48h,10182,4.007875743767586
GSM2994597,4.1372313,8.135629,0.3331299,ZIKV,48h,4592,3.6620964454179235
GSM2994598,7.5058274,9.78174,0.83410275,ZIKV,48h,133,2.1271047983648077
GSM2994599,7.134333,8.254553,-0.15253106,ZIKV,48h,28,1.462397997898956
GSM2994600,4.4182463,7.971253,-0.03488508,ZIKV,48h,1398,3.1458177144918276
GSM2994601,2.8849251,8.335443,0.13221101,ZIKV,48h,5081,3.7060346607143506
GSM2994602,3.0056741,8.552302,0.3469029,ZIKV,48h,5793,3.762978490867743
GSM2994603,4.8065324,9.320354,-0.21575953,ZIKV,48h,3147,3.498034723687027
GSM2994604,2.9980729,7.983635,-0.7158699,ZIKV,48h,7824,3.8934843462184863
GSM2994605,3.196207,7.8456516,-0.37638628,ZIKV,48h,16512,4.217825980899852
GSM2994606,4.319779,8.264177,0.94744223,ZIKV,48h,3042,3.483301952358167
GSM2994607,6.7028065,9.568605,1.6168671,ZIKV,48h,587,2.7693773260761385
GSM2994608,3.6670704,7.883044,0.12050268,ZIKV,48h,7145,3.854063011866421
GSM2994609,4.693912,7.7177176,0.25333378,ZIKV,48h,455,2.6589648426644352
GSM2994610,4.0871797,8.0141945,0.43375012,ZIKV,48h,4086,3.6114046377115936
GSM2994611,4.3855977,8.438278,0.80927104,ZIKV,48h,4053,3.60788374435699
GSM2994612,2.7831917,8.348038,-0.2762015,ZIKV,48h,8504,3.929674317948588
GSM2994613,3.39003,7.741915,-0.7504436,ZIKV,48h,9870,3.994361151908001
GSM2994614,3.1111388,8.111419,-0.7658886,ZIKV,48h,2897,3.4620983811351556
GSM2994615,3.2731402,8.094619,0.3837034,ZIKV,48h,3821,3.582290682718994
GSM2994616,3.6924517,8.2798395,0.47508693,ZIKV,48h,3811,3.5811528919662887
GSM2994617,4.132423,8.999781,-0.33641323,ZIKV,48h,4833,3.6843066460716316
GSM2994618,6.2331495,9.210577,1.1494977,ZIKV,48h,91,1.9637878273455553
GSM2994619,3.575596,7.845773,-0.72774017,ZIKV,48h,10496,4.021065197202569
GSM2994620,7.2352953,10.405449,2.6573086,ZIKV,48h,1,0.3010299956639812
GSM2994621,6.913935,9.769006,1.154021,ZIKV,48h,1,0.3010299956639812
GSM2994622,4.7005076,8.165271,-0.04908726,ZIKV,48h,4712,3.6732974397596356
GSM2994623,5.515849,7.979198,0.28042132,ZIKV,48h,652,2.814913181275074
GSM2994624,3.3626995,8.406941,-0.52560616,ZIKV,48h,16223,4.210157937653242
GSM2994625,6.92898,6.4846406,0.34912413,ZIKV,48h,4873,3.6878855248487055
GSM2994626,4.6737895,8.208529,0.34626362,ZIKV,48h,2461,3.3912880485952974
GSM2994627,3.7757366,8.4909,-0.2641666,ZIKV,48h,9809,3.9916690073799486
GSM2994628,2.8356698,8.331204,0.09176612,ZIKV,48h,4527,3.6559064181802152
GSM2994629,2.772881,8.651691,0.34035265,ZIKV,48h,5362,3.729407796963068
GSM2994630,4.866564,9.401357,-0.17265342,ZIKV,48h,3324,3.5217916496391233
GSM2994631,7.695328,8.218171,0.12145426,ZIKV,48h,0,0.0
GSM2994632,2.675145,8.646865,0.33678856,ZIKV,48h,4978,3.6971421262754594
GSM2994633,5.6837673,8.277925,0.09649819,ZIKV,48h,1546,3.1894903136993675
GSM2994634,2.9591482,8.001119,-0.7497446,ZIKV,48h,3299,3.5185139398778875
GSM2994635,8.267314,6.0116096,0.15699427,ZIKV,48h,4,0.6989700043360189
GSM2994636,7.8041697,6.596517,0.5886871,ZIKV,48h,501,2.7007037171450192
GSM2994637,2.8387272,8.472898,0.22677898,ZIKV,48h,5442,3.735838334317074
GSM2994638,2.7179923,8.557088,0.1335719,ZIKV,48h,3622,3.559068334034537
GSM2994639,3.507462,8.28035,-0.28666496,ZIKV,48h,7801,3.8922059459757725
GSM2994640,4.9359007,7.8799534,0.24254607,ZIKV,48h,2171,3.336859820916809
GSM2994641,7.324412,10.390417,0.9540789,ZIKV,48h,0,0.0
GSM2994642,6.724711,9.449074,1.2774843,ZIKV,48h,195,2.292256071356476
GSM2994643,5.0918136,8.208048,0.63554335,ZIKV,48h,3695,3.567731962548069
GSM2994644,5.1739,9.663151,-0.16954099,ZIKV,48h,2743,3.438384107034714
GSM2994645,3.7382665,8.066833,0.42163545,ZIKV,48h,1607,3.2062860444124324
GSM2994646,6.213428,9.123142,0.9581722,ZIKV,48h,0,0.0
GSM2994647,3.0832245,8.374671,0.51968056,ZIKV,48h,8365,3.9225178602446116
GSM2994648,3.2527187,8.361792,0.2586157,ZIKV,48h,4690,3.6712654329471586
GSM2994649,4.196934,8.270011,-0.48579714,ZIKV,48h,1137,3.056142262059052
GSM2994650,2.6841044,8.062952,-0.60410947,ZIKV,48h,16874,4.227243781503063
GSM2994651,3.253445,8.1326275,-0.6136289,ZIKV,48h,18153,4.258972331109386
GSM2994652,8.371007,5.747711,0.6661277,ZIKV,48h,0,0.0
GSM2994653,2.6854336,8.322448,-0.29128024,ZIKV,48h,9245,3.965953889102063
GSM2994654,3.1845417,7.921726,-0.8174912,ZIKV,48h,1947,3.2895889525425965
GSM2994655,8.543344,10.686202,0.014107119,ZIKV,48h,17,1.255272505103306
GSM2994656,3.590171,7.9944825,0.21560025,ZIKV,48h,3718,3.5704261783589724
GSM2994657,7.8719697,6.092137,0.6319104,ZIKV,48h,272,2.436162647040756
GSM2994658,4.6231,7.987778,0.40804377,ZIKV,48h,6707,3.8265930539340482
GSM2994660,5.544601,7.91716,0.13874532,ZIKV,48h,2553,3.4072208929273966
GSM2994661,5.068945,9.630112,-0.20980643,ZIKV,48h,5626,3.7502769151539925
GSM2994662,3.3642468,8.098888,-0.59829426,ZIKV,48h,5005,3.6994908452722046
GSM2994663,4.352631,7.8095093,-0.089033835,ZIKV,48h,7980,3.9020573108084666
GSM2994664,3.6519136,7.8101654,-0.10671603,ZIKV,48h,485,2.6866362692622934
GSM2994665,4.3922524,7.8213096,-0.33256537,ZIKV,48h,7026,3.8467699535372186
GSM2994666,4.3988247,7.8977566,-0.04902205,ZIKV,48h,4575,3.6604860157849677
GSM2994667,3.0351026,8.346144,-0.36777425,ZIKV,48h,13360,4.125838963995005
GSM2994668,5.0058856,9.356186,-0.104150146,ZIKV,48h,4489,3.6522463410033232
GSM2994669,3.309647,8.487464,0.5268027,ZIKV,48h,10023,4.001041057986094
GSM2994670,3.242585,7.883933,-0.8204012,ZIKV,48h,12739,4.105169427999332
GSM2994671,2.8383934,8.621543,0.30539638,ZIKV,48h,11708,4.068519806000911
GSM2994672,3.6314876,8.133001,-0.82096183,ZIKV,48h,13116,4.117834518543748
GSM2994673,3.6045043,7.6201644,-0.5710585,ZIKV,48h,1425,3.154119525515847
GSM2994674,3.7824495,7.68301,-0.4393168,ZIKV,48h,9420,3.9740970037941312
GSM2994675,3.094741,8.342205,0.41196325,ZIKV,48h,6003,3.7784406835712327
GSM2994676,7.3007154,8.29955,2.1372323,ZIKV,48h,0,0.0
GSM2994677,7.904049,10.806758,2.445016,ZIKV,48h,10,1.041392685158225
GSM2994678,7.0692058,7.302968,1.4176602,ZIKV,48h,12,1.1139433523068367
GSM2994679,4.086404,8.260597,-0.36841395,ZIKV,48h,2125,3.327563260187278
GSM2994680,6.8350987,7.947756,1.6607909,ZIKV,48h,7,0.9030899869919435
