gsm,UMAP1,UMAP2,UMAP3,condition,timepoint,viral_molecules,log_viral
GSM2994204,9.042018,6.472938,0.58668035,ZIKV,12h,17,1.255272505103306
GSM2994205,9.129857,10.759997,1.4908768,ZIKV,12h,72,1.863322860120456
GSM2994206,5.917758,8.56483,0.7536245,ZIKV,12h,15,1.2041199826559248
GSM2994207,8.734021,5.6256337,1.004527,ZIKV,12h,126,2.103803720955957
GSM2994208,6.3969226,9.37723,1.1666595,ZIKV,12h,0,0.0
GSM2994209,6.923989,8.687095,1.9606482,ZIKV,12h,0,0.0
GSM2994210,6.9329634,9.479518,2.2558084,ZIKV,12h,6,0.8450980400142568
GSM2994211,8.787752,5.1008396,1.2699264,ZIKV,12h,0,0.0
GSM2994213,8.871676,5.1144314,1.23579,ZIKV,12h,0,0.0
GSM2994214,7.1701727,9.385236,0.908428,ZIKV,12h,126,2.103803720955957
GSM2994215,7.332574,8.006519,1.599652,ZIKV,12h,9,1.0
GSM2994216,7.799982,7.973144,0.54858154,ZIKV,12h,0,0.0
GSM2994217,8.98588,5.7400413,0.63589543,ZIKV,12h,0,0.0
GSM2994218,6.1967845,8.964239,1.6575693,ZIKV,12h,0,0.0
GSM2994219,8.224704,8.911619,0.25275147,ZIKV,12h,0,0.0
GSM2994220,7.320394,8.543384,0.89329904,ZIKV,12h,42,1.6334684555795866
GSM2994221,7.2598557,7.813356,0.8654139,ZIKV,12h,0,0.0
GSM2994222,7.847994,6.368225,1.1736176,ZIKV,12h,0,0.0
GSM2994223,6.8015666,8.6321125,2.0728593,ZIKV,12h,1,0.3010299956639812
GSM2994224,8.83509,11.87121,0.9431735,ZIKV,12h,0,0.0
GSM2994225,8.771706,6.479323,0.8261771,ZIKV,12h,14,1.1760912590556813
GSM2994226,7.283072,7.9897714,0.8141209,ZIKV,12h,3,0.6020599913279624
GSM2994228,7.458069,8.203709,2.332931,ZIKV,12h,11,1.0791812460476249
GSM2994229,6.9413896,8.445081,2.2140267,ZIKV,12h,50,1.7075701760979363
GSM2994230,9.6159935,6.807476,1.2470982,ZIKV,12h,0,0.0
GSM2994232,7.857974,8.741299,0.9465347,Control,24h,0,0.0
GSM2994233,8.30529,11.091146,0.6191247,Control,24h,0,0.0
GSM2994234,8.32453,11.008174,0.20025887,Control,24h,0,0.0
GSM2994235,9.158547,12.052823,1.1069325,Control,24h,0,0.0
GSM2994236,9.471191,11.51054,0.40623257,Control,24h,0,0.0
GSM2994237,8.1242075,11.206469,1.7919687,Control,24h,0,0.0
GSM2994238,8.213418,11.629464,1.087722,Control,24h,0,0.0
GSM2994239,9.031073,11.846582,1.3011028,Control,24h,0,0.0
GSM2994240,8.671182,11.287521,0.93433434,Control,24h,0,0.0
GSM2994241,6.7485857,9.106385,0.42980286,Control,24h,0,0.0
GSM2994242,8.4142685,11.480155,0.26753002,Control,24h,0,0.0
GSM2994243,8.502567,5.67001,0.71299714,Control,24h,0,0.0
GSM2994244,8.206484,11.3896,0.7489072,Control,24h,0,0.0
GSM2994245,6.498516,8.767039,1.0391946,Control,24h,0,0.0
GSM2994246,8.629471,6.272886,1.0393332,Control,24h,0,0.0
GSM2994247,7.6141934,8.444425,0.23388527,Control,24h,0,0.0
GSM2994248,9.017615,4.95463,1.2531791,Control,24h,0,0.0
GSM2994249,8.783263,7.033753,0.17121157,Control,24h,0,0.0
GSM2994250,8.311949,8.50116,0.39604825,Control,24h,0,0.0
GSM2994251,8.664074,11.623541,0.77186716,Control,24h,0,0.0
GSM2994252,8.5446005,11.005279,-0.037832566,Control,24h,0,0.0
GSM2994253,8.124207,6.9086204,0.70137167,Control,24h,0,0.0
GSM2994254,9.261173,11.952373,0.7120921,Control,24h,0,0.0
GSM2994255,7.794592,9.699281,1.195759,Control,24h,0,0.0
GSM2994256,9.371747,11.964427,0.81886744,Control,24h,0,0.0
GSM2994257,7.2741575,10.220084,1.1301789,Control,24h,0,0.0
GSM2994258,8.679923,5.252904,1.2725984,Control,24h,0,0.0
GSM2994259,8.014633,11.000801,1.9387624,Control,24h,0,0.0
GSM2994260,6.6940894,9.722665,0.91035724,Control,24h,0,0.0
GSM2994261,7.99027,7.726298,4.9905252,Control,24h,0,0.0
GSM2994262,8.576039,11.087161,0.70168954,Control,24h,0,0.0
GSM2994263,8.759189,11.3552265,0.66359925,Control,24h,0,0.0
GSM2994264,7.6755605,7.742051,0.18788072,Control,24h,0,0.0
GSM2994265,8.696808,6.1662474,1.5014503,Control,24h,0,0.0
GSM2994266,7.8097115,7.2997465,0.1462918,Control,24h,0,0.0
GSM2994267,7.8016753,8.554359,1.0487763,Control,24h,0,0.0
GSM2994268,8.084702,10.521823,0.27331382,Control,24h,0,0.0
GSM2994269,8.454608,10.664897,0.5626664,Control,24h,0,0.0
GSM2994270,7.4920707,9.286777,0.5823127,Control,24h,0,0.0
GSM2994271,7.541795,7.5178623,0.6291068,Control,24h,0,0.0
GSM2994272,6.8309326,9.269039,0.33437335,Control,24h,0,0.0
GSM2994273,8.153875,10.300165,0.5104501,Control,24h,0,0.0
GSM2994274,6.714487,9.5866375,0.363929,Control,24h,0,0.0
GSM2994275,8.407645,10.192783,0.9839547,Control,24h,0,0.0
GSM2994276,8.237804,8.8464155,-0.19715135,Control,24h,0,0.0
GSM2994278,7.155715,8.889416,0.89471227,Control,24h,0,0.0
GSM2994279,7.74787,10.293636,0.5978417,Control,24h,0,0.0
GSM2994280,8.341125,6.1439304,0.30141756,Control,24h,0,0.0
GSM2994282,7.8322883,6.2262316,1.254312,Control,24h,0,0.0
GSM2994283,9.138622,11.076793,0.46874475,Control,24h,0,0.0
GSM2994284,7.9193006,6.616185,0.6170377,Control,24h,0,0.0
GSM2994285,7.7224736,8.619531,0.040985353,Control,24h,0,0.0
GSM2994286,8.132757,8.297772,-0.07748122,Control,24h,0,0.0
GSM2994287,8.4304695,6.0717707,0.07406306,Control,24h,0,0.0
GSM2994288,8.049963,7.0813007,0.011393092,Control,24h,0,0.0
GSM2994289,7.547632,8.840269,0.6864676,Control,24h,0,0.0
GSM2994290,9.089841,5.777206,0.4893183,Control,24h,0,0.0
GSM2994291,8.84505,12.036574,1.2771909,Control,24h,0,0.0
GSM2994292,8.986622,6.2438927,0.16944058,Control,24h,0,0.0
GSM2994293,9.373929,11.606842,1.0527704,Control,24h,1,0.3010299956639812
GSM2994294,8.551269,6.5370164,0.01485732,Control,24h,0,0.0
GSM2994295,8.414323,8.013515,0.10052161,Control,24h,0,0.0
GSM2994296,8.010578,7.828956,0.15592992,Control,24h,0,0.0
GSM2994297,8.666167,10.2498045,0.33268538,Control,24h,0,0.0
GSM2994298,6.71732,8.79743,0.9517505,Control,24h,0,0.0
GSM2994299,8.629704,5.458184,1.4739414,Control,24h,0,0.0
GSM2994300,8.511348,10.558202,0.55313987,Control,24h,0,0.0
GSM2994301,8.765058,6.4291906,0.56749845,Control,24h,0,0.0
GSM2994302,8.015643,6.2172403,1.3183303,Control,24h,0,0.0
GSM2994304,6.403515,9.351428,1.3382772,Control,24h,0,0.0
GSM2994305,8.656892,5.1564293,1.4852291,Control,24h,0,0.0
GSM2994306,8.064588,11.034988,0.92173517,Control,24h,0,0.0
GSM2994307,7.3011103,9.680295,1.7493452,Control,24h,0,0.0
GSM2994308,8.823663,11.669649,1.3979061,Control,24h,0,0.0
GSM2994309,6.8651476,8.464293,0.7058698,Control,24h,0,0.0
GSM2994310,8.346246,9.761762,0.15114616,Control,24h,0,0.0
GSM2994311,8.1074,8.423302,0.11915543,Control,24h,0,0.0
GSM2994312,6.97049,8.784492,1.7957345,Control,24h,0,0.0
GSM2994313,7.0959754,9.807362,1.5020374,Control,24h,0,0.0
GSM2994314,8.105621,6.523041,1.3342228,Control,24h,0,0.0
GSM2994315,7.254159,7.613831,1.0077422,Control,24h,0,0.0
GSM2994316,9.174288,12.1751375,0.94395584,Control,24h,0,0.0
GSM2994317,7.3186073,7.098826,1.4178054,Control,24h,0,0.0
GSM2994318,8.014048,8.523022,0.13693427,Control,24h,0,0.0
GSM2994319,6.6462903,8.203598,1.1235601,Control,24h,0,0.0
GSM2994320,8.075348,9.036752,-0.23399483,Control,24h,0,0.0
GSM2994321,9.255145,7.225269,0.9961437,Control,24h,0,0.0
GSM2994322,8.0510235,10.402134,0.43534008,Control,24h,0,0.0
GSM2994323,8.373273,9.98948,0.064447224,Control,24h,0,0.0
GSM2994324,6.5381513,8.763127,1.4982297,Control,24h,0,0.0
GSM2994325,7.462614,8.486278,1.2506549,Control,24h,0,0.0
GSM2994326,8.148361,10.304207,0.0261768,Control,24h,0,0.0
GSM2994327,7.2483554,8.501562,0.9276298,Control,24h,0,0.0
GSM2994328,8.3567095,7.5411844,0.8243383,Control,24h,0,0.0
GSM2994329,8.822271,9.383618,0.7772813,Control,24h,0,0.0
GSM2994330,7.962616,10.7475,1.3919637,Control,24h,1,0.3010299956639812
GSM2994331,7.000475,10.134875,1.1991501,Control,24h,2,0.47712125471966244
GSM2994332,7.960956,9.2752905,0.76958114,Control,24h,2,0.47712125471966244
GSM2994333,5.113143,8.681413,0.64852184,ZIKV,24h,1922,3.28397928423848
GSM2994334,8.766138,5.584154,0.60143983,ZIKV,24h,259,2.4149733479708178
GSM2994335,7.419461,7.018425,1.335339,ZIKV,24h,3,0.6020599913279624
GSM2994336,4.1814866,8.591709,0.77916574,ZIKV,24h,3172,3.501470072100412
GSM2994338,9.164164,5.3428655,0.4414807,ZIKV,24h,0,0.0
GSM2994339,4.786776,8.732135,0.7811932,ZIKV,24h,2714,3.433769833924866
GSM2994340,8.319145,6.2856107,0.5868487,ZIKV,24h,12,1.1139433523068367
GSM2994341,5.1254926,8.354842,0.19859532,ZIKV,24h,2615,3.4176377396522297
GSM2994342,8.435188,11.957565,1.3477421,ZIKV,24h,0,0.0
GSM2994343,6.996378,10.255696,0.6768446,ZIKV,24h,523,2.7193312869837265
GSM2994344,7.045369,8.966068,1.8852665,ZIKV,24h,386,2.5877109650189114
GSM2994345,8.297123,11.390014,0.799528,ZIKV,24h,1,0.3010299956639812
GSM2994346,8.795941,11.062289,-0.090105094,ZIKV,24h,2,0.47712125471966244
GSM2994347,3.8551333,8.517545,0.5518322,ZIKV,24h,2854,3.455606112581867
GSM2994348,7.374235,9.670581,0.68451095,ZIKV,24h,0,0.0
GSM2994349,8.442721,5.5816903,1.5540107,ZIKV,24h,0,0.0
GSM2994350,8.858038,10.406072,0.28015143,ZIKV,24h,240,2.3820170425748683
GSM2994351,8.514971,8.216381,0.3432409,ZIKV,24h,22,1.3617278360175928
GSM2994353,7.3690534,8.620886,0.0048989565,ZIKV,24h,0,0.0
GSM2994354,8.193073,10.212568,0.73211014,ZIKV,24h,36,1.568201724066995
GSM2994355,9.269524,4.8773484,1.1358589,ZIKV,24h,0,0.0
GSM2994356,8.2530775,9.176892,-0.049468003,ZIKV,24h,1,0.3010299956639812
GSM2994357,4.204386,7.6837735,-0.054494854,ZIKV,24h,6408,3.8067902715840667
GSM2994358,4.7230763,8.89858,0.54632396,ZIKV,24h,1693,3.228913405994688
GSM2994359,5.7780533,9.799544,0.14803474,ZIKV,24h,2452,3.3896975482063856
GSM2994360,6.595692,8.524753,1.0936936,ZIKV,24h,0,0.0
GSM2994362,7.3899374,9.932614,1.0708147,ZIKV,24h,0,0.0
GSM2994363,6.295653,8.417436,0.9707252,ZIKV,24h,753,2.877371345869774
GSM2994364,4.2181916,8.560718,0.8297521,ZIKV,24h,2833,3.4523998459114416
GSM2994365,8.410898,6.7143483,0.013778404,ZIKV,24h,168,2.2278867046136734
GSM2994366,8.934563,5.2154503,0.6586647,ZIKV,24h,0,0.0
GSM2994367,8.680384,10.777508,0.69453746,ZIKV,24h,3,0.6020599913279624
GSM2994368,8.891898,11.9080305,0.9082118,ZIKV,24h,0,0.0
GSM2994370,9.382086,5.092887,1.2390268,ZIKV,24h,0,0.0
GSM2994371,5.171654,9.249343,0.302939,ZIKV,24h,1762,3.246252312299322
GSM2994372,8.028515,11.644371,1.243455,ZIKV,24h,0,0.0
GSM2994373,4.9858823,9.341337,-0.032970387,ZIKV,24h,4157,3.6188844849954505
GSM2994374,4.6560307,8.542666,0.7068312,ZIKV,24h,3321,3.5213996281153754
GSM2994375,8.608792,8.348536,0.48600945,ZIKV,24h,1,0.3010299956639812
GSM2994376,5.860226,7.73103,0.17144205,ZIKV,24h,2053,3.3126004392612596
GSM2994377,5.217695,8.048787,0.040029775,ZIKV,24h,1843,3.2657609167176105
GSM2994378,7.9866986,11.446951,1.3813171,ZIKV,24h,0,0.0
GSM2994379,8.791516,5.349178,1.3465263,ZIKV,24h,214,2.3324384599156054
GSM2994380,7.8304906,6.237171,1.064064,ZIKV,24h,0,0.0
GSM2994381,7.8848467,7.112555,0.5096169,ZIKV,24h,0,0.0
GSM2994382,4.155637,8.4656315,0.48284337,ZIKV,24h,3159,3.499687082618404
GSM2994383,9.1855345,5.4771605,0.6389367,ZIKV,24h,0,0.0
GSM2994384,8.902727,11.562354,0.3928973,ZIKV,24h,1782,3.2511513431753545
GSM2994385,8.045658,6.235069,0.41839355,ZIKV,24h,0,0.0
GSM2994386,8.193772,8.992705,-0.20991413,ZIKV,24h,0,0.0
GSM2994387,8.195484,6.065689,0.24588796,ZIKV,24h,1244,3.095169351431755
GSM2994388,8.525863,9.66452,0.15378824,ZIKV,24h,6,0.8450980400142568
GSM2994390,7.34392,7.275747,1.1640227,ZIKV,24h,0,0.0
GSM2994391,4.604669,8.431971,0.12653732,ZIKV,24h,3972,3.5991185650553628
GSM2994392,8.190457,10.334113,0.86287117,ZIKV,24h,109,2.041392685158225
GSM2994393,7.0842195,7.619004,1.2451582,ZIKV,24h,0,0.0
GSM2994394,4.834378,8.62484,0.49043983,ZIKV,24h,2161,3.3348556896172914
GSM2994395,5.2508636,8.543446,0.83064127,ZIKV,24h,882,2.9459607035775686
GSM2994396,3.842871,8.55558,0.6557243,ZIKV,24h,4970,3.696443763138999
GSM2994397,9.467858,5.226368,1.0955,ZIKV,24h,0,0.0
GSM2994398,7.7710414,9.999126,0.5185021,ZIKV,24h,0,0.0
GSM2994399,3.9098017,8.883515,-0.21282437,ZIKV,24h,4637,3.6663307443019684
GSM2994400,7.666698,9.067574,0.17753239,ZIKV,24h,110,2.0453229787866576
GSM2994401,6.889738,8.193661,1.4654558,ZIKV,24h,3,0.6020599913279624
GSM2994402,3.2967932,8.69704,0.4902321,ZIKV,24h,4175,3.620760489994206
GSM2994403,7.861185,6.0623436,0.9577688,ZIKV,24h,0,0.0
GSM2994404,7.6260004,10.711848,-0.056521785,ZIKV,24h,1219,3.0863598306747484
GSM2994405,4.415298,8.565476,0.750724,ZIKV,24h,1416,3.1513698502474603
GSM2994406,3.806566,8.687536,0.47680604,ZIKV,24h,2321,3.3658622154025553
GSM2994407,6.886893,8.390562,1.7427127,ZIKV,24h,0,0.0
GSM2994408,6.861711,7.320372,0.44892877,ZIKV,24h,396,2.598790506763115
GSM2994409,8.05208,8.125056,0.7823836,ZIKV,24h,3,0.6020599913279624
GSM2994410,6.8051987,9.09306,0.80122095,ZIKV,24h,407,2.61066016308988
GSM2994411,4.8826184,8.264383,0.2571237,ZIKV,24h,4076,3.6103407114521566
GSM2994412,7.198814,10.145504,0.67299306,ZIKV,24h,0,0.0
GSM2994413,5.3124037,8.547408,0.49911132,ZIKV,24h,1389,3.143014800254095
GSM2994414,8.425001,11.595135,1.4803208,ZIKV,24h,0,0.0
GSM2994415,6.803546,9.799642,0.5844507,ZIKV,24h,3,0.6020599913279624
GSM2994417,8.736181,6.3203974,0.6652302,ZIKV,24h,0,0.0
GSM2994418,7.442328,9.814418,1.2504238,ZIKV,24h,0,0.0
GSM2994419,7.770521,8.166634,0.5039693,ZIKV,24h,335,2.526339277389844
GSM2994420,8.523533,7.302886,0.3482905,ZIKV,24h,79,1.9030899869919435
GSM2994421,4.9612923,8.545929,0.3911234,ZIKV,24h,2805,3.448087666692341
GSM2994422,7.7862587,11.015692,1.189053,ZIKV,24h,0,0.0
GSM2994423,7.932445,6.6748137,1.2115148,ZIKV,24h,313,2.496929648073215
GSM2994424,7.0386443,9.634218,0.5805516,ZIKV,24h,0,0.0
GSM2994425,5.232796,8.888449,0.19935605,ZIKV,24h,3812,3.5812668052736707
GSM2994426,3.960562,8.736811,0.43662277,ZIKV,24h,5119,3.709269960975831
GSM2994427,4.6992736,9.045716,0.43081918,ZIKV,24h,4180,3.621280167550415
GSM2994428,7.607866,7.1382027,1.570729,ZIKV,24h,0,0.0
GSM2994429,4.561961,8.477898,0.62731886,ZIKV,24h,3030,3.4815859363676225
GSM2994430,5.594729,7.795067,0.111544564,ZIKV,24h,3894,3.590507462008583
GSM2994431,5.110675,8.76149,0.118767284,ZIKV,24h,1791,3.2533380053261065
GSM2994432,6.633947,8.39659,0.7210939,ZIKV,24h,0,0.0
GSM2994433,6.583009,8.93381,0.98659027,ZIKV,24h,9,1.0
GSM2994434,5.003497,8.41696,1.134341,ZIKV,24h,7383,3.8682916880178557
GSM2994435,5.9573975,7.901769,0.3536672,ZIKV,24h,2998,3.476976465759527
GSM2994436,7.539341,10.436438,0.93152505,ZIKV,24h,3,0.6020599913279624
GSM2994437,4.369461,7.847533,0.43670702,ZIKV,24h,6566,3.8173670162875943
GSM2994438,7.0581145,8.971585,2.210165,ZIKV,24h,152,2.184691430817599
GSM2994440,6.585281,8.097699,0.5464752,ZIKV,24h,1355,3.1322596895310446
GSM2994441,5.066048,9.298038,-0.21607718,ZIKV,24h,1871,3.2723058444020863
GSM2994442,4.5998034,7.9913425,0.4498572,ZIKV,24h,5578,3.746556361410369
GSM2994443,7.32962,6.9526844,0.40190604,ZIKV,24h,4213,3.6246945312720813
GSM2994444,4.8551335,9.203914,0.1447882,ZIKV,24h,1735,3.239549720840473
GSM2994445,7.617734,8.578825,0.40741283,ZIKV,24h,0,0.0
GSM2994446,7.784891,9.795511,0.38692528,ZIKV,24h,1,0.3010299956639812
GSM2994447,7.3382497,6.504287,0.33333683,ZIKV,24h,3213,3.5070458724273257
GSM2994448,6.2358828,7.564056,0.4965267,ZIKV,24h,529,2.724275869600789
GSM2994449,8.555416,5.520102,1.648308,ZIKV,24h,1,0.3010299956639812
GSM2994450,7.089055,8.398024,1.8197418,ZIKV,24h,0,0.0
GSM2994451,8.892912,9.0287485,0.81453735,ZIKV,24h,3,0.6020599913279624
GSM2994452,8.856458,5.9397597,0.21881455,ZIKV,24h,0,0.0
GSM2994453,4.5488963,8.938364,0.4940669,ZIKV,24h,2950,3.4699692094999595
GSM2994454,9.632473,11.358869,0.77894664,ZIKV,24h,0,0.0
GSM2994455,8.706583,7.2250905,0.34955418,ZIKV,24h,1,0.3010299956639812
GSM2994456,9.047108,10.518491,0.85611266,ZIKV,24h,120,2.08278537031645
GSM2994457,8.355803,10.460824,0.20879826,Control,48h,0,0.0
GSM2994458,8.946337,10.982223,0.22055674,Control,48h,0,0.0
GSM2994459,8.8325205,10.384409,0.3776768,Control,48h,0,0.0
GSM2994460,7.2904787,8.8808155,-0.14611548,Control,48h,0,0.0
GSM2994461,8.445067,11.59602,0.38039452,Control,48h,0,0.0
GSM2994462,7.1248894,10.3497715,0.9771443,Control,48h,0,0.0
GSM2994463,8.016966,9.44225,0.89768964,Control,48h,1,0.3010299956639812
GSM2994464,8.482147,9.442528,0.13964672,Control,48h,0,0.0
GSM2994465,8.387915,10.551029,0.0683071,Control,48h,0,0.0
GSM2994466,8.268459,9.112253,0.12751956,Control,48h,0,0.0
GSM2994467,7.573699,7.539487,0.4581927,Control,48h,0,0.0
GSM2994468,9.36304,11.929531,0.8687557,Control,48h,0,0.0
GSM2994469,6.8430405,9.413818,1.4634211,Control,48h,0,0.0
GSM2994471,6.877253,8.587922,0.60530543,Control,48h,0,0.0
GSM2994472,8.588007,10.388359,0.16688457,Control,48h,0,0.0
GSM2994473,9.372575,11.465598,0.46599144,Control,48h,0,0.0
GSM2994474,8.508842,11.255343,-0.12141388,Control,48h,0,0.0
GSM2994475,6.9449434,8.216184,1.3615043,Control,48h,0,0.0
GSM2994476,9.460779,11.30813,0.575012,Control,48h,0,0.0
GSM2994477,7.4195523,9.119806,-0.10887839,Control,48h,0,0.0
GSM2994478,7.325134,8.1124115,0.4189663,Control,48h,0,0.0
GSM2994479,8.711541,11.619838,0.46495548,Control,48h,0,0.0
GSM2994480,6.6340947,8.908556,0.7435972,Control,48h,0,0.0
GSM2994481,9.028513,6.2437444,0.87965834,Control,48h,0,0.0
GSM2994482,7.301226,8.5736,-0.11645944,Control,48h,0,0.0
GSM2994483,8.624759,10.777625,0.26868168,Control,48h,0,0.0
GSM2994484,8.903604,10.840356,0.18599552,Control,48h,0,0.0
GSM2994485,8.446478,5.4815135,1.4343935,Control,48h,0,0.0
GSM2994486,9.286883,11.64293,0.56988794,Control,48h,0,0.0
GSM2994487,6.54586,9.05006,1.6792876,Control,48h,0,0.0
GSM2994488,8.805846,12.118881,1.47744,Control,48h,0,0.0
GSM2994489,8.403024,6.3355684,1.7981318,Control,48h,0,0.0
GSM2994490,8.08097,8.247134,0.11387462,Control,48h,0,0.0
GSM2994491,6.8256917,8.94659,1.3327029,Control,48h,0,0.0
GSM2994492,7.1229177,8.689549,-0.009654708,Control,48h,0,0.0
GSM2994493,9.101423,4.9299345,1.2134047,Control,48h,0,0.0
GSM2994494,6.7920876,7.7311683,1.2444984,Control,48h,0,0.0
GSM2994495,9.081188,11.420751,0.7921006,Control,48h,0,0.0
GSM2994496,9.141292,11.757011,0.7275009,Control,48h,0,0.0
GSM2994497,9.17684,10.234289,0.88644445,Control,48h,0,0.0
GSM2994498,9.277357,11.25609,0.2661536,Control,48h,0,0.0
GSM2994499,7.1276493,7.8219576,0.9306918,Control,48h,0,0.0
GSM2994500,8.983724,5.5073476,0.721393,Control,48h,0,0.0
GSM2994501,7.2372317,8.407401,0.62875575,Control,48h,0,0.0
GSM2994502,7.697592,8.073052,0.21705112,Control,48h,0,0.0
GSM2994503,7.1613665,7.7507496,1.321429,Control,48h,0,0.0
GSM2994504,6.279502,8.798034,1.1301041,Control,48h,0,0.0
GSM2994505,6.7081904,9.877396,0.99707276,Control,48h,0,0.0
GSM2994506,7.967695,8.088134,-0.09225257,Control,48h,0,0.0
GSM2994507,8.66308,6.2730045,0.16401161,Control,48h,0,0.0
GSM2994508,8.035653,8.06277,-0.024459494,Control,48h,0,0.0
GSM2994509,8.816855,6.181876,0.3671648,Control,48h,0,0.0
GSM2994510,7.191707,8.135382,0.52641594,Control,48h,0,0.0
GSM2994511,8.861133,12.059307,1.2066585,Control,48h,0,0.0
GSM2994512,9.31376,5.4064236,1.0911511,Control,48h,0,0.0
GSM2994513,8.12221,8.669614,0.019350814,Control,48h,0,0.0
GSM2994514,6.690433,9.381311,1.3615801,Control,48h,0,0.0
GSM2994515,7.6898513,9.074947,-0.12797728,Control,48h,0,0.0
GSM2994516,8.315676,6.4086924,0.7125833,Control,48h,0,0.0
GSM2994517,6.27918,9.099277,1.2948604,Control,48h,0,0.0
GSM2994518,8.337397,9.330054,0.1766796,Control,48h,0,0.0
GSM2994519,8.392966,7.257727,0.7909197,Control,48h,0,0.0
GSM2994520,7.47102,6.488069,1.1219705,Control,48h,0,0.0
GSM2994521,7.2312155,8.02061,0.053649124,Control,48h,0,0.0
GSM2994522,6.3636084,8.856158,1.1484262,Control,48h,0,0.0
GSM2994523,7.340363,9.019515,0.1475984,Control,48h,2,0.47712125471966244
GSM2994524,8.546239,6.1825213,0.08603013,Control,48h,1,0.3010299956639812
GSM2994525,6.5173917,8.686571,1.7381334,Control,48h,0,0.0
GSM2994526,8.782639,6.4256396,0.1738338,Control,48h,0,0.0
GSM2994527,8.586603,9.548108,0.29838407,Control,48h,0,0.0
GSM2994528,6.8882623,9.667607,0.53925806,Control,48h,0,0.0
GSM2994529,6.086448,9.135594,1.1588473,Control,48h,0,0.0
GSM2994530,8.486069,5.1407747,1.1274573,Control,48h,0,0.0
GSM2994531,9.021653,11.887581,1.0930936,Control,48h,1,0.3010299956639812
GSM2994532,7.8418984,8.239149,2.005447,Control,48h,0,0.0
GSM2994533,8.247346,7.041494,0.25058693,Control,48h,0,0.0
GSM2994534,8.799136,7.706807,5.6741114,Control,48h,0,0.0
GSM2994535,6.6773586,7.950482,1.4639093,Control,48h,0,0.0
GSM2994536,6.777692,8.377812,0.19343747,Control,48h,0,0.0
GSM2994537,7.631084,6.5651674,1.081451,Control,48h,0,0.0
GSM2994538,9.130053,5.3173122,1.0983268,Control,48h,0,0.0
GSM2994539,7.216019,10.262673,1.4971486,Control,48h,0,0.0
GSM2994540,7.100748,7.9056153,0.3496322,Control,48h,0,0.0
GSM2994541,6.2719083,9.43845,1.2016014,Control,48h,0,0.0
GSM2994542,8.048384,6.982452,0.46636385,Control,48h,0,0.0
GSM2994543,8.70393,7.462933,4.7976284,Control,48h,0,0.0
GSM2994544,7.1352563,7.204789,1.307946,Control,48h,0,0.0
GSM2994545,7.1286225,8.226406,1.5542189,Control,48h,0,0.0
GSM2994546,7.9076767,6.2294936,0.66462547,Control,48h,0,0.0
GSM2994547,8.652357,11.47729,1.1417526,Control,48h,0,0.0
GSM2994548,8.098843,5.8061385,0.33962262,Control,48h,0,0.0
GSM2994549,9.076708,6.0111814,0.39610896,Control,48h,1,0.3010299956639812
GSM2994550,6.970625,8.01627,0.6124703,Control,48h,0,0.0
GSM2994551,8.859379,5.1021724,1.3912843,Control,48h,0,0.0
GSM2994552,7.1045303,9.471467,0.8596067,Control,48h,0,0.0
GSM2994553,7.3845587,8.4099045,0.96991974,Control,48h,0,0.0
GSM2994554,8.604602,10.863935,0.10323979,Control,48h,2,0.47712125471966244
GSM2994555,8.368449,5.9070773,0.693803,Control,48h,2,0.47712125471966244
GSM2994556,7.114302,8.748181,1.6340947,Control,48h,0,0.0
GSM2994557,9.192088,10.785297,1.0663413,Control,48h,2,0.47712125471966244
GSM2994558,8.909014,10.466196,0.28556338,Control,48h,0,0.0
GSM2994559,9.271005,10.370931,1.4068224,Control,48h,4,0.6989700043360189
GSM2994560,7.703669,6.1886315,0.30752295,ZIKV,48h,123,2.093421685162235
GSM2994561,3.4935892,8.018724,-0.4101149,ZIKV,48h,587,2.7693773260761385
GSM2994562,7.800507,6.4452267,1.1139132,ZIKV,48h,25,1.414973347970818
GSM2994563,4.6885595,8.195969,0.34100524,ZIKV,48h,3065,3.4865721505183562
GSM2994564,2.9924183,8.350883,-0.40986606,ZIKV,48h,1567,3.1953460583484197
GSM2994565,2.6933212,8.319042,0.32146877,ZIKV,48h,7191,3.8568496787251725
GSM2994566,7.5170555,9.212726,1.0971721,ZIKV,48h,0,0.0
GSM2994567,8.7982025,6.0354023,0.6304387,ZIKV,48h,57,1.7634279935629373
GSM2994568,4.1306124,8.174464,0.0390381,ZIKV,48h,196,2.294466226161593
GSM2994569,9.1651,12.0296545,0.82733023,ZIKV,48h,12,1.1139433523068367
GSM2994570,2.6844838,8.725567,0.21810758,ZIKV,48h,3318,3.521007252408604
GSM2994571,7.045612,10.113763,1.3011715,ZIKV,48h,153,2.187520720836463
GSM2994572,4.589092,8.16431,0.83488107,ZIKV,48h,1480,3.1705550585212086
GSM2994573,2.9154727,8.2027025,-0.5490193,ZIKV,48h,7032,3.847140617413406
GSM2994574,4.051627,8.406395,-0.5677489,ZIKV,48h,1375,3.1386184338994925
GSM2994575,4.2051415,9.079636,-0.163483,ZIKV,48h,3311,3.5200903281128424
GSM2994576,4.817745,8.129269,0.68328667,ZIKV,48h,848,2.928907690243953
GSM2994577,7.4910183,6.2313595,0.54702115,ZIKV,48h,281,2.450249108319361
GSM2994578,3.196941,7.938573,-0.62216663,ZIKV,48h,11136,4.046768219660838
