symbol,log2FoldChange,pvalue,mean_zikv,mean_mock,padj
ANXA1,-1.7596753481581802,9.349036135254262e-05,3.196336302058179,4.956011650216359,0.006385307748942669
ABHD14B,-0.7564620033851042,9.361449816695548e-05,2.0360408606982867,2.792502864083391,0.006385307748942669
HCG27,0.6509921723434102,9.366657197302189e-05,1.1180921034086029,0.46709993106519265,0.006385307748942669
MCTP1,0.9317611223151774,9.376488498064785e-05,5.053264504545821,4.121503382230643,0.006385307748942669
OTUD1,1.1597110948257443,9.408896881419217e-05,4.236090227175723,3.0763791323499783,0.006385307748942669
SDE2,0.9517905715991941,9.420115249795587e-05,3.2069404366692247,2.2551498650700306,0.006385307748942669
RMDN2,-0.5677177642548036,9.439250683491957e-05,0.4928112954364049,1.0605290596912085,0.006385307748942669
ZBED5,-0.5643628357875183,9.515053983555955e-05,2.5508016536389024,3.1151644894264208,0.006410526855884803
CAPN10-AS1,0.4642696418170199,9.71430657900531e-05,0.8942741473081567,0.4300045054911368,0.006518378055694651
LRRC8C,-0.9494375894483895,9.812344415218157e-05,0.7128428697567266,1.6622804592051161,0.006541557905699986
HNRNPH1P1,0.6277645004086632,9.827471164142759e-05,0.9081713103410533,0.2804068099323901,0.006541557905699986
GBGT1,-1.0133147357017789,9.873191932012414e-05,3.081549597283579,4.094864332985358,0.006543713253429096
PCBP1,-1.150033423609738,9.933776495474576e-05,3.6173899924009136,4.767423416010652,0.006543713253429096
AHSA2,-0.7073458426422912,9.948677682336166e-05,1.8107820944796873,2.5181279371219785,0.006543713253429096
SERINC5,-0.8211371732346184,0.00010096881394811494,3.7733150754616482,4.594452248696267,0.006557007514018912
ASH1L-AS1,0.9845603611726833,0.00010105549643978277,1.3759800057387055,0.3914196445660222,0.006557007514018912
COQ2,-1.018478570126412,0.00010121872426191718,1.8351854605660527,2.8536640306924648,0.006557007514018912
SBDSP1,1.0811753800257704,0.00010126500397228894,3.564659501243226,2.4834841212174554,0.006557007514018912
