symbol,name,log2FC,baseMean,stat,pvalue,padj,is_ISG,is_proviral,is_antiviral
H1-1,"H1.1 linker histone, cluster member",1.0734293909076909,1204.222186487761,3.5335821128140488,0.000409968719162,0.0097163261842924,False,False,False
ZNF662,zinc finger protein 662,1.1893602885590715,191.7640867663479,3.5339886685029724,0.0004093386274852,0.0097163261842924,False,False,False
MAMDC4,MAM domain containing 4,2.149567736416379,35.45768494596092,3.529932337864849,0.0004156659557776,0.0098189990801585,False,False,False
SH3BP2,SH3 domain binding protein 2,1.6623443588477074,118.07206682236792,3.5266961804186536,0.0004207793060459,0.0099072522042186,False,False,False
CFL1P1,cofilin 1 pseudogene 1,1.3116122882007222,168.84401400330106,3.514878017561048,0.0004399560236652,0.0102248907212407,False,False,False
CLIP1-AS1,CLIP1 antisense RNA 1,2.0294200767475266,43.9255612111216,3.5071620849090235,0.0004529131831537,0.0104416811744399,False,False,False
CCR6,C-C motif chemokine receptor 6,-1.6464958781887056,71.5810298818161,-3.4885918688073683,0.0004855719292569,0.0110354467208372,False,False,False
TRIM6,tripartite motif containing 6,-1.0547764450947408,204.64968671992915,-3.478785342664176,0.0005036918784037,0.0112606177704149,False,False,False
ZFAND2A,zinc finger AN1-type containing 2A,1.07016097000283,7084.458226127121,3.478877254442911,0.0005035191605226,0.0112606177704149,False,False,False
CRYZL2P,"crystallin zeta like 2, pseudogene",-1.2666070702736645,106.51174588117878,-3.478573627335871,0.0005040899377274,0.0112606177704149,False,False,False
EDC4,enhancer of mRNA decapping 4,-1.0878938954676036,415.8118484644325,-3.4795722776559868,0.0005022148799157,0.0112606177704149,False,False,False
DIPK2A,divergent protein kinase domain 2A,-1.0199865377498127,235.86051851081012,-3.4744909273819897,0.0005118236718212,0.0113452932863188,False,False,False
S1PR3,sphingosine-1-phosphate receptor 3,-2.355072857642106,53.0107592671142,-3.4648921886182924,0.0005304440812582,0.0117219179001257,False,False,False
TMEM200A,transmembrane protein 200A,-1.5956761168811582,90.79077820731742,-3.464115559597253,0.0005319779270377,0.0117377829116023,False,False,False
HOXC8,homeobox C8,1.7637384399804976,61.77241679879541,3.4635082108891537,0.0005331803221954,0.0117462972666207,False,False,False
DHDH,dihydrodiol dehydrogenase,1.908743218364791,46.59552570003263,3.4512220144674304,0.0005580543063986,0.0121454905474289,False,False,False
SCAMP5,secretory carrier membrane protein 5,1.2947104932321194,122.57480815406478,3.450714257196557,0.0005591051799241,0.0121454927354078,False,False,False
PPP1R12B,protein phosphatase 1 regulatory subunit 12B,1.2278922131079373,199.64909390991903,3.449235002802666,0.0005621772161868,0.0121703578525169,False,False,False
DSCAML1,DS cell adhesion molecule like 1,-2.4962525020457598,40.05831016601128,-3.4485188744910795,0.0005636700738355,0.0121756121354329,False,False,False
LINC01748,long intergenic non-protein coding RNA 1748,1.1246727603112827,236.04762511117943,3.445959013129666,0.0005690366591874,0.0122389074526024,False,False,False
LHX4,LIM homeobox 4,2.3888405920438385,37.71129650337956,3.4459039650370213,0.0005691525848596,0.0122389074526024,False,False,False
LINC02485,long intergenic non-protein coding RNA 2485,3.362393185773638,35.87023747489715,3.438079835013093,0.0005858549448411,0.0124860877577553,False,False,False
ENPEP,glutamyl aminopeptidase,-1.2781218983051903,119.47067705798594,-3.437256465636682,0.0005876388996706,0.0125055816725772,False,False,False
ATOSB,atos homolog B,2.0089809228651694,52.697624602686965,3.4328355134849424,0.0005973043464464,0.0126377001073866,False,False,False
,,1.7033922855706842,209.1988452347789,3.4328097742089314,0.0005973610505368,0.0126377001073866,False,False,False
DNAH17,dynein axonemal heavy chain 17,1.9132622011528375,99.0999435361062,3.4215006423185272,0.0006227657787846,0.013036039906097,False,False,False
KDM4B,lysine demethylase 4B,1.347358703563167,103.20674517800056,3.42090398955754,0.0006241336168886,0.013036039906097,False,False,False
OR8G3,olfactory receptor family 8 subfamily G member 3 (gene/pseudogene),-3.09148601909197,33.59026578351904,-3.420811761546584,0.0006243453006604,0.013036039906097,False,False,False
ZNF443,zinc finger protein 443,-1.0434654139167712,300.3962718752666,-3.4199070888690013,0.0006264252694933,0.0130605129375823,False,False,False
,,2.906510616615821,32.38428830818829,3.4118865287883016,0.000645149628036,0.0133733754307308,False,False,False
ALG1L1P,"ALG1 like 1, pseudogene",1.0540586234970506,175.3355721061549,3.402108041396718,0.000668681970409,0.0137141001958573,False,False,False
KLF7,KLF transcription factor 7,1.3085795647940508,316.2608889337787,3.398530458987952,0.000677489185876,0.0137442393494291,False,False,False
SLC22A31,solute carrier family 22 member 31,1.3770645242893544,110.0898475357176,3.3981924498035827,0.0006783268412411,0.0137442393494291,False,False,False
TMEM163,transmembrane protein 163,-3.041016050657396,28.45749826210465,-3.399659540425068,0.0006746980587752,0.0137442393494291,False,False,False
DUSP1,dual specificity phosphatase 1,1.0119360180306365,8705.740334398457,3.388061968556888,0.0007038835939889,0.0141385253244685,False,False,False
SIRT4,sirtuin 4,1.491390961319632,91.9485131120052,3.383787976893599,0.000714931889205,0.0142517748315623,False,False,False
GTPBP2,GTP binding protein 2,1.1212445754652554,408.423972142282,3.3807399277858856,0.00072290930876,0.0143566044070265,False,False,False
OAS1,2'-5'-oligoadenylate synthetase 1,1.238009788326507,321.6432436920297,3.3790114240102467,0.0007274698513086,0.0143952974978354,True,False,True
DRAIC,"downregulated RNA in cancer, inhibitor of cell invasion and migration",2.4717154665031638,43.293890415282426,3.377427850003573,0.0007316714511964,0.0144189390368654,False,False,False
STC2,stanniocalcin 2,1.0635935593718109,1006.6522193068648,3.3592243009303027,0.0007816159850146,0.0151540802701093,False,False,False
RPL41P1,ribosomal protein L41 pseudogene 1,-1.0765686274346626,1168.9088574052316,-3.3554656876759585,0.0007923148465931,0.0152791439451591,False,False,False
FLNC,filamin C,1.6422901618641734,155.18901603158454,3.351799705302998,0.0008028808315392,0.0153798184321222,False,False,False
HSD17B7P2,hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2,1.0496036452631834,249.4440082418247,3.3518252236629413,0.0008028068334909,0.0153798184321222,False,False,False
HSPB1P1,heat shock protein family B (small) member 1 pseudogene 1,1.2787244065443462,111.11522191170104,3.3407957541413325,0.0008353865339493,0.0158129877334145,False,False,False
MCM6,minichromosome maintenance complex component 6,-1.0246299709721984,5343.980852244065,-3.339140689883884,0.0008403799040751,0.0158866035479968,False,False,False
MASTL,microtubule associated serine/threonine kinase like,-1.0712242434634442,934.9741518108136,-3.336596072363471,0.0008481111060831,0.0160117143990979,False,False,False
VASN,vasorin,-1.2442925038647188,243.4062189157698,-3.336032348689952,0.000849832745036,0.0160231898690541,False,False,False
PAQR3,progestin and adipoQ receptor family member 3,-1.5108571806913904,145.27727757024385,-3.334959477821293,0.0008531183014855,0.0160245293811281,False,False,False
ZNF718,zinc finger protein 718,-1.0717040492747318,329.59194611561514,-3.329761291420511,0.000869204669917,0.0161912606947472,False,False,False
,,1.9596542806894528,47.95334973818914,3.3288945538126247,0.0008719140857235,0.0162011885273651,False,False,False
EXOC3-AS1,EXOC3 antisense RNA 1,-1.3607527865729765,139.51527321676923,-3.3235456891256594,0.0008888086191779,0.0163508961579207,False,False,False
ZNF267,zinc finger protein 267,-1.1785531623421506,286.29419609844666,-3.3224513130882976,0.0008923024167713,0.0163942050672695,False,False,False
FZD2,frizzled class receptor 2,1.5866294249089896,76.40417997407604,3.3187231711983163,0.0009043002956397,0.0165477969258782,False,False,False
MKRN3,makorin ring finger protein 3,-1.0745707722792832,268.36245563374825,-3.315985536232522,0.0009132055501154,0.0166558496830808,False,False,False
COL16A1,collagen type XVI alpha 1 chain,1.757300770713318,80.53209933517593,3.3151909480802013,0.0009158054427441,0.0166558496830808,False,False,False
CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10,1.1978342014716312,196.44381975837524,3.310598362547019,0.0009309672616969,0.0168464088387078,False,False,False
,,-1.441103197132398,104.35926074313704,-3.303884754429642,0.0009535502243145,0.017168677755931,False,False,False
SMIM14-DT,SMIM14 divergent transcript,1.894296677516239,39.0398523714448,3.303008623825793,0.0009565344613701,0.0172008809515889,False,False,False
CBR3-AS1,CBR3 antisense RNA 1,2.0816933303144065,35.9817290687476,3.3009302121463158,0.0009636484898474,0.0173069670736729,False,False,False
CREBRF,CREB3 regulatory factor,1.2229046932742034,173.34167973592662,3.3002294183374703,0.0009660582060844,0.0173072395426289,False,False,False
MYO9B,myosin IXB,1.0122255287728443,300.82532079322783,3.293628335294133,0.0009890318023801,0.0175656932210384,False,False,False
TSPAN1,tetraspanin 1,2.306846449450827,74.355342026553,3.2835381517196063,0.0010251276817806,0.0180729005270782,False,False,False
APOL6,apolipoprotein L6,1.6758972366902174,55.57302544276813,3.281260675409349,0.0010334418496525,0.0181270451743088,False,False,False
Metazoa_SRP,Metazoan signal recognition particle RNA,1.4430834290137045,120.51061945642525,3.28097228133698,0.0010344991024682,0.0181270451743088,False,False,False
TCF19,transcription factor 19,-1.1394277450930876,420.75436892929247,-3.2796797091355367,0.0010392499806246,0.0181881389553108,False,False,False
RASGEF1B,RasGEF domain family member 1B,1.8194510583091927,104.6925578902024,3.2766894323962945,0.0010503182948909,0.0182928317073863,False,False,False
MT-TC,tRNA-Cys,1.654291992994398,66.34190865676779,3.276102956041813,0.001052501851735,0.018308696056905,False,False,False
PCDHB13,protocadherin beta 13,-1.0074377364181326,211.63944354692563,-3.2600101061653017,0.0011140824403545,0.0191483751337408,False,False,False
,,-1.3710761389759434,103.4933742229731,-3.257784349448299,0.0011228570062434,0.0192302629664499,False,False,False
,,-1.3003673218856608,82.83056399441756,-3.2489281550667863,0.0011584073185039,0.0196913220844557,False,False,False
LTB,lymphotoxin beta,3.8365012207221154,103.64577188056272,3.2415925229834244,0.001188638429064,0.0200342407949825,False,False,False
DPH6-DT,DPH6 divergent transcript,-1.6771491791452564,47.36603369904513,-3.2414343965811767,0.0011892980424659,0.0200342407949825,False,False,False
MIR3936HG,MIR3936 host gene,2.308371059198557,33.28754808616215,3.238842239630719,0.0012001593722394,0.0201699681413988,False,False,False
RHOT1,ras homolog family member T1,-1.0211931431338643,446.02953734419737,-3.236262265530283,0.0012110605803862,0.0202651574427146,False,False,False
ASF1B,anti-silencing function 1B histone chaperone,-1.0448879364091643,2611.1892908811333,-3.2358623138742875,0.0012127586682276,0.0202651574427146,False,False,False
BBS10,Bardet-Biedl syndrome 10,-1.3490658457598756,85.87921746245678,-3.235836883122478,0.0012128667147349,0.0202651574427146,False,False,False
SHC2,SHC adaptor protein 2,1.5687505610568306,60.16983341546316,3.234282341985657,0.001219488334015,0.0203521568133879,False,False,False
H2AC20,H2A clustered histone 20,-1.284883259988049,167.88766836740928,-3.22904763719138,0.0012420320387577,0.0205537510443196,False,False,False
PRDM1,PR/SET domain 1,1.064541196171936,190.92685847191376,3.2283012396244675,0.00124527763132,0.020567811715465,False,False,False
LINC02754,long intergenic non-protein coding RNA 2754,1.2888308795417622,185.6140181489626,3.222149829797247,0.0012723258235133,0.0208946110697062,False,False,False
NECAB1,N-terminal EF-hand calcium binding protein 1,-1.407737773536201,78.94921262211425,-3.2111642806726364,0.001321983367059,0.0214469476745098,False,False,False
SAXO4,stabilizer of axonemal microtubules 4,1.3769277824252169,71.65029052877895,3.211082853082659,0.0013223580277554,0.0214469476745098,False,False,False
LINC01881,long intergenic non-protein coding RNA 1881,1.2658397217640536,129.2728740664519,3.1949605386941182,0.0013984996085383,0.02241059343092,False,False,False
BTBD2,BTB domain containing 2,-1.0898776264829502,147.88632404947265,-3.195930525738672,0.0013938066854455,0.02241059343092,False,False,False
CLDN7,claudin 7,1.0989374011752464,414.8814925098317,3.1964488591123383,0.0013913048788995,0.02241059343092,False,False,False
,,1.2189933956340655,113.04669820504697,3.192766814617276,0.0014091669168875,0.0225247502959385,False,False,False
SMCR5,"Smith-Magenis syndrome chromosome region, candidate 5",1.925539797519009,37.88552280784942,3.1905612299917245,0.0014199674855085,0.022672200051638,False,False,False
ADM2,adrenomedullin 2,1.426495615591508,192.6072928132648,3.18824146913398,0.0014314094718309,0.0228042709432555,False,False,False
,,1.901378198966153,44.824835863661015,3.1791009068990563,0.001477326521949,0.0230237568657189,False,False,False
EPPK1,epiplakin 1,1.0154520198422412,200.07365820525453,3.1698537016309167,0.0015251570722522,0.0235390885755958,False,False,False
,,1.5344600391489496,62.29796223664285,3.170407357679221,0.001522253654385,0.0235390885755958,False,False,False
SLC7A11,solute carrier family 7 member 11,1.011166067062368,801.0730112037745,3.167148845226328,0.0015394150322599,0.0237109471671214,False,False,False
ORC1,origin recognition complex subunit 1,-1.046208439277349,917.583469446098,-3.163556436393525,0.001558541307707,0.0238777159240403,False,False,False
CSTA,cystatin A,1.0447093181697125,261.3971273376991,3.1627352680127103,0.0015629438899403,0.0239196923411515,False,False,False
GINS3,GINS complex subunit 3,-1.0828831300826858,396.991802076487,-3.1613774542631328,0.0015702487527982,0.0240059495831625,False,False,False
CNFN,cornifelin,1.285229795528119,116.52012676521557,3.1554837458609635,0.0016023219402342,0.0242897823310958,False,False,False
DACT2,dishevelled binding antagonist of beta catenin 2,1.0661877913454734,153.02202846922518,3.1511019097223434,0.0016265572608456,0.0244255247959552,False,False,False
ZNF367,zinc finger protein 367,-1.62274184014831,99.40368363259267,-3.14884323913564,0.0016391809938915,0.0245557158519911,False,False,False
SAA4,"serum amyloid A4, constitutive",-1.116364273413939,171.9047732401345,-3.147456029397902,0.0016469787493276,0.0245782534106096,False,False,False
SERPINA7,serpin family A member 7,-1.14098103762072,168.7983978990435,-3.1468065057324908,0.0016506415587988,0.024581914559918,False,False,False
ZNF257,zinc finger protein 257,-1.2231358487237904,136.73568012907194,-3.147062638203266,0.0016491962762382,0.024581914559918,False,False,False
PRNP,prion protein (Kanno blood group),1.0589682559346312,272.1533510481016,3.13542279429636,0.0017160659204292,0.0250523524224481,False,False,False
PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,1.2203289956458103,119.29691678336016,3.126929238068376,0.0017664243766301,0.0257204261965606,False,False,False
CDH19,cadherin 19,-1.3944332493976208,79.19158919649668,-3.119614893122697,0.0018108762330441,0.0262085165881019,False,False,False
FBXO16,F-box protein 16,2.695167531340505,232.61949283508028,3.113014452823286,0.0018518694875093,0.0266676621094185,False,False,False
SHD,Src homology 2 domain containing transforming protein D,1.2868234803408662,136.00373151362135,3.108548047507144,0.0018800907321587,0.0268428330353031,False,False,False
UNC93A,unc-93 homolog A,1.0085359658376856,315.54302513588226,3.1019969763774937,0.0019221992170556,0.02729015864931,False,False,False
CHMP4C,charged multivesicular body protein 4C,1.10000730582525,643.7216028193048,3.0985867915952605,0.0019444600707118,0.0274365486352906,False,False,False
,,-1.5389300282334049,99.9808528732488,-3.091796200756021,0.0019894938638517,0.0278955738064048,False,False,False
ULBP1,UL16 binding protein 1,1.813230980522503,54.35467040626735,3.081658908919194,0.0020585056861423,0.0285294826125543,False,False,False
VASH2,vasohibin 2,-1.2441252223312935,141.53455641018894,-3.0773855170814484,0.0020882503486566,0.0287754497277539,False,False,False
RAB39B,"RAB39B, member RAS oncogene family",1.4372448708968495,121.66484861359616,3.0698863433081627,0.0021414024508064,0.0293952439478069,False,False,False
VEGFB,vascular endothelial growth factor B,1.0277229131455794,198.94485091093688,3.065969956139831,0.0021696511475797,0.029650368879356,False,False,False
C1orf216,chromosome 1 open reading frame 216,-1.0366860761597982,132.1739564910237,-3.0648932293761773,0.0021774771714324,0.029650368879356,False,False,False
LAMP3,lysosome associated membrane protein 3,5.480513186141607,72.10338961868155,3.0642675218908884,0.0021820369101854,0.0296699272116519,False,False,False
ZNF726,zinc finger protein 726,-1.0476767821541446,187.5124505878649,-3.0626674501276394,0.0021937370030878,0.0297670194065236,False,False,False
UGDH-AS1,UGDH antisense RNA 1,2.075784671741668,29.52306382171032,3.0611729774446865,0.0022047168383458,0.0298092635680864,False,False,False
KAT2B,lysine acetyltransferase 2B,-1.011811981513225,140.55531417915194,-3.0587087935708395,0.0022229311492391,0.0299429658360998,False,False,False
SEPTIN4,septin 4,2.574166086910536,33.23446258740691,3.0573112573723087,0.0022333223854211,0.0299986702489904,False,False,False
MT-TF,tRNA-Phe,2.197430264861285,28.402451169794304,3.056682088487101,0.0022380150200273,0.030033660520628,False,False,False
TMEM217,transmembrane protein 217,2.4590085893928517,36.795255685494624,3.040270565997754,0.0023636570351242,0.0310534886824634,False,False,False
DTX3,deltex E3 ubiquitin ligase 3,1.1818950024391388,97.57849228632978,3.036503451967864,0.0023933936819366,0.0313582527398372,False,False,False
SNX21,sorting nexin family member 21,-1.047142315607497,156.3033853317552,-3.035519443039552,0.002401217410151,0.0314321325408848,False,False,False
CD200R1,CD200 receptor 1,1.374869921141477,90.37072274072196,3.033832772560197,0.0024146823844147,0.0315223419076141,False,False,False
CPLX1,complexin 1,2.057303632744913,33.58013568496294,3.0315161383124907,0.0024332891258914,0.0317076968886537,False,False,False
AKR1C2,aldo-keto reductase family 1 member C2,1.0010799728982658,403.7983753369738,3.0275841678269604,0.0024651705277399,0.0319783076754433,False,False,False
HSPA4L,heat shock protein family A (Hsp70) member 4 like,1.0568820174426574,273.96031653416003,3.02677194851454,0.0024718036509567,0.0320066312535228,False,False,False
BTBD9,BTB domain containing 9,1.312681020005051,72.34448310798383,3.014944803749459,0.0025702602580221,0.0328464218129645,False,False,False
TNFAIP3,TNF alpha induced protein 3,1.2157729929798275,208.2343383184656,3.0140900776280306,0.0025775126568375,0.0329015945707764,False,False,False
CLDN16,claudin 16,-1.2085577372341536,117.28011261194776,-3.0122610594090355,0.0025930948824315,0.0330049444017644,False,False,False
HS1BP3-IT1,HS1BP3 intronic transcript 1,1.8695002660048976,37.282477670437856,3.006753495696524,0.0026405379042675,0.0334685271284514,False,False,False
PIK3AP1,phosphoinositide-3-kinase adaptor protein 1,-1.0153299502924993,255.5265044478403,-2.9957601778465097,0.0027376164662439,0.0338353608845344,False,False,False
SPTSSB,serine palmitoyltransferase small subunit B,-1.0130165031638318,691.3115697552229,-2.996930284267532,0.0027271307212783,0.0338353608845344,False,False,False
ATF5,activating transcription factor 5,1.2007515721387034,90.81652950740208,2.9982863015030907,0.0027150248725789,0.0338353608845344,False,False,False
CCDC80,coiled-coil domain containing 80,1.1281578766364424,118.35116726164338,2.993158336027533,0.0027610646405924,0.0339689147584161,False,False,False
H1-3,"H1.3 linker histone, cluster member",1.8745270384774928,114.25530228916392,2.99199091998328,0.0027716450669416,0.0340212337312481,False,False,False
STAR,steroidogenic acute regulatory protein,-2.210243576245448,37.13538124436728,-2.9892494958019604,0.0027966366567228,0.0342403531435014,False,False,False
CCDC121,coiled-coil domain containing 121,-1.3006721807364938,73.8813773705591,-2.9870544178659144,0.002816795781163,0.0343701646376691,False,False,False
GIPR,gastric inhibitory polypeptide receptor,1.522997332015778,83.35727435819354,2.9814717021548423,0.00286866557075,0.0347964779939376,False,False,False
LHFPL3-AS2,LHFPL3 antisense RNA 2,1.1884016264339443,100.9710369479982,2.981009633057498,0.0028729975528612,0.0348196653710717,False,False,False
NEDD1,NEDD1 gamma-tubulin ring complex targeting factor,-1.0292393974216627,518.5362059268887,-2.975102970085786,0.0029289021563193,0.0353483107557134,False,False,False
RPL34P5,ribosomal protein L34 pseudogene 5,1.7224289976358471,49.10115699263367,2.9734082822855483,0.0029451241042448,0.0354845522308759,False,False,False
APBA2,amyloid beta precursor protein binding family A member 2,-1.0040321697453147,221.1646991728301,-2.966799225126997,0.0030091739110777,0.0359252911906757,False,False,False
MAFK,MAF bZIP transcription factor K,1.4125578281367008,59.449164704634576,2.962055574770702,0.0030559262030195,0.036212977229521,False,False,False
CHI3L1,chitinase 3 like 1,1.878527456468549,86.3037100323962,2.954540113181648,0.0031313544283096,0.0366539176612384,False,False,False
,,1.3762015522608992,92.719870962942,2.947832510953476,0.0032001039375906,0.0372465171894655,False,False,False
PLXNA3,plexin A3,1.126377424455003,121.24039034457556,2.9456842401498085,0.0032224117329047,0.0373550485008609,False,False,False
SLCO1B3,solute carrier organic anion transporter family member 1B3,-1.169544315825299,90.08562816561324,-2.9428856874229585,0.0032516846235912,0.0374257200604656,False,False,False
LINC01518,long intergenic non-protein coding RNA 1518,1.380667595209717,62.44655252840133,2.944475801132429,0.0032350224332552,0.0374257200604656,False,False,False
IFITM1,interferon induced transmembrane protein 1,2.0661078322692843,74.12844925071303,2.9433939388235477,0.0032463503700469,0.0374257200604656,True,False,True
CFAP251,cilia and flagella associated protein 251,1.2639828500337662,204.3483978675525,2.9408485458137625,0.0032731452910105,0.0374839963620839,False,False,False
UBALD2,UBA like domain containing 2,1.66967771464424,47.13191605701101,2.9387407881343246,0.003295485623357,0.0375367032285153,False,False,False
DNMT3B,DNA methyltransferase 3 beta,-1.1878927417756562,237.5757458771235,-2.937989781156084,0.0033034791216463,0.0375385866066383,False,False,False
UXT-AS1,UXT antisense RNA 1,1.2960230991225523,78.81647849945628,2.93805241792034,0.003302811759844,0.0375385866066383,False,False,False
SEMA3E,semaphorin 3E,-1.9716562502352533,42.17917079578584,-2.9381865606428432,0.0033013829527261,0.0375385866066383,False,False,False
USP2,ubiquitin specific peptidase 2,1.0627858316727803,127.0180955630224,2.934780236899159,0.0033378399666123,0.0377965350776261,False,False,False
FIGNL1,fidgetin like 1,-1.0342113960228183,460.1176889934529,-2.9304140659735043,0.0033851060669362,0.0382259885087563,False,False,False
TRIM3,tripartite motif containing 3,-1.2817211230203611,81.14199134383051,-2.928865634613713,0.0034020144958553,0.0382952899353481,False,False,False
WWOX-AS2,WWOX antisense RNA 2,1.818996799465309,35.31935203283783,2.9272795481152007,0.003419413793333,0.0384010045518259,False,False,False
LOC100421651,caseinolytic mitochondrial matrix peptidase chaperone subunit X pseudogene,-2.1395069009198155,35.487817167902186,-2.92682584108427,0.0034244058184235,0.0384270687237453,False,False,False
RBL1,RB transcriptional corepressor like 1,-1.1540171113896387,246.00465787004356,-2.925602530083738,0.0034378986801619,0.0384609542308088,False,False,False
WDR19,WD repeat domain 19,1.051900954197058,167.16378845342342,2.924704440783809,0.0034478352010796,0.0385396714861938,False,False,False
PLK4,polo like kinase 4,-1.2342651038468715,300.3391498270124,-2.9204604380284027,0.0034951457077188,0.0388271553291455,False,False,False
ZNF561-AS1,ZNF561 antisense RNA 1,1.00197937292898,120.28580638395202,2.9147750395875422,0.0035594501438801,0.039382687182422,False,False,False
FBXO33,F-box protein 33,-1.0849414585529211,134.51381755434522,-2.9145884188805784,0.0035615790368643,0.039382687182422,False,False,False
CHRNA5,cholinergic receptor nicotinic alpha 5 subunit,-1.0595513366971672,212.0453631832366,-2.901359799780012,0.0037154699783081,0.0405935797568106,False,False,False
NSMCE1-DT,NSMCE1 divergent transcript,1.2338160597025674,74.9001210452636,2.8966496581646872,0.0037717069576521,0.0411360099917408,False,False,False
EPM2A-DT,EPM2A divergent transcript,1.3690650651388254,66.88223129607934,2.8959107816153367,0.0037805986741735,0.0411716067575019,False,False,False
MLLT6,"MLLT6, PHD finger containing",1.1563543057965031,110.12362384278036,2.8847425434289145,0.0039173387559146,0.0423084349418833,False,False,False
C6orf141,chromosome 6 open reading frame 141,1.077733434805297,104.92617996837298,2.883807555462734,0.0039289877670152,0.0423388898998359,False,False,False
RPL7P52,ribosomal protein L7 pseudogene 52,2.5860219087840477,29.194717715960987,2.882187241328566,0.0039492497782889,0.0424935731566673,False,False,False
PCDHB8,protocadherin beta 8,-1.390015709708383,126.361824950037,-2.879394374054098,0.0039843974094868,0.042732798695361,False,False,False
,,-1.6726258800029414,79.77960379722035,-2.8784667767124623,0.0039961337026369,0.0428059415086633,False,False,False
,,-1.902177040618927,31.075586681872657,-2.875231732432968,0.0040373106635154,0.0431185977767881,False,False,False
PDE12,phosphodiesterase 12,-1.1154752263400776,213.26900072280188,-2.8697539397607668,0.0041079133127427,0.0437103852937254,False,False,False
TUBB4A,tubulin beta 4A class IVa,-1.4282613357925078,71.89292764292597,-2.8626513910691997,0.0042011250754045,0.0444392539226252,False,False,False
MIR4453HG,MIR4453 host gene,-1.245457875993105,76.92320449725496,-2.860569358580396,0.004228810409856,0.0446664218474227,False,False,False
CNTNAP1,contactin associated protein 1,1.8440687658488013,33.67505549060088,2.858127528119231,0.0042614908551543,0.0448141867267908,False,False,False
H2AC12,H2A clustered histone 12,-1.110827123098877,122.88166228534226,-2.8483906654371687,0.0043940948703484,0.0457736776284088,False,False,False
SGPP1,sphingosine-1-phosphate phosphatase 1,-1.6039909204991545,56.74170463882403,-2.846384545351457,0.0044218760716986,0.04602974614143,False,False,False
TAS2R2,taste 2 receptor member 2 (gene/pseudogene),-1.193916275706944,73.07724370934578,-2.8436364151802693,0.0044601911912609,0.046294596304098,False,False,False
SRP9P1,signal recognition particle 9 pseudogene 1,-1.2688551314417218,76.97864643775115,-2.8419131221325253,0.0044843709926899,0.046512012329371,False,False,False
,,1.58250551757842,39.17192472076989,2.8400567015132783,0.004510551562951,0.0467161949493264,False,False,False
TMEM167B-DT,TMEM167B divergent transcript,-1.2996180310376917,63.852589475998535,-2.839320118373385,0.0045209776995593,0.0467252091769965,False,False,False
C1QL3,complement C1q like 3,-1.5329457685237513,48.684392877118,-2.8383431686884224,0.0045348398415848,0.0467992869160968,False,False,False
ZSWIM5,zinc finger SWIM-type containing 5,1.055992492211094,145.95837686554887,2.8372305934972744,0.0045506732857012,0.0469290221420059,False,False,False
TRIM45,tripartite motif containing 45,-1.3652375280461588,94.75006379744688,-2.835284563829389,0.0045784883496012,0.0471820439809191,False,False,False
NPTX2,neuronal pentraxin 2,-1.3548264827444565,63.164675034099176,-2.833253878828101,0.0046076775064778,0.0473479054495607,False,False,False
LPXN,leupaxin,1.350071486121989,115.4258256785632,2.8333974069857284,0.0046056089049462,0.0473479054495607,False,False,False
BATF,basic leucine zipper ATF-like transcription factor,1.7145378934819675,46.12850268983939,2.832792638400208,0.0046143308383347,0.0473479054495607,False,False,False
HLA-DMB,"major histocompatibility complex, class II, DM beta",1.6083679991407824,40.47190085903605,2.8304688427647746,0.0046479838004185,0.047591384308058,False,False,False
ATP6AP1L,ATPase H+ transporting accessory protein 1 like (pseudogene),1.021389793909007,101.96573254026586,2.829041683939166,0.004668761758734,0.0477029305067708,False,False,False
ASB2,ankyrin repeat and SOCS box containing 2,1.0060574334326828,177.71619329344443,2.829037302687059,0.0046688256745122,0.0477029305067708,False,False,False
ZNF391,zinc finger protein 391,2.084758240570928,30.97532918745577,2.8255968811820225,0.0047192614321667,0.0480816536566227,False,False,False
H2AC17,H2A clustered histone 17,-1.1649802873256552,212.15644046670056,-2.8229864479506963,0.0047578582718846,0.0482330109322186,False,False,False
RPL10P3,ribosomal protein L10 pseudogene 3,1.4520076471299186,53.03641015538848,2.819213307068518,0.0048141514622134,0.0486120710715563,False,False,False
PPARGC1A,PPARG coactivator 1 alpha,1.5988850120860547,99.81552755459452,2.8159757967601697,0.0048629330059057,0.0489546135632538,False,False,False
KLHL13,kelch like family member 13,-1.2469724114272296,216.2632060390557,-2.8139250641926803,0.0048940635435707,0.049101940446849,False,False,False
MT-TL1,tRNA-Leu,1.9585622451378024,28.22394038491467,2.8133039861122406,0.0049035271374905,0.049158286689853,False,False,False
SLC17A2,solute carrier family 17 member 2,1.723693793819799,64.22907279580517,2.810859378032945,0.0049409375385293,0.0493270835734092,False,False,False
