symbol,sample_1,sample_2,value_1,value_2,log2FoldChange,pvalue,sig_flag,padj
PROK2,Mock,ZIKV,0.044508,0.0796687,0.839948,1.0,no,1.0
MIR5001,Mock,ZIKV,16.3126,29.2035,0.840154,0.71755,no,0.71755
GPR182,Mock,ZIKV,0.0813941,0.145758,0.840576,1.0,no,1.0
ZBTB20,Mock,ZIKV,1.81788,3.25606,0.840874,5e-05,yes,5e-05
IRS1,Mock,ZIKV,13.2156,23.6711,0.840883,5e-05,yes,5e-05
TAF3,Mock,ZIKV,5.42667,9.7254,0.84169,5e-05,yes,5e-05
GRPEL2,Mock,ZIKV,6.13703,11.0027,0.842241,5e-05,yes,5e-05
FRMD6,Mock,ZIKV,1.90842,3.42156,0.842279,5e-05,yes,5e-05
TSHZ3,Mock,ZIKV,2.0017,3.58905,0.842376,5e-05,yes,5e-05
ITGA10,Mock,ZIKV,0.0387327,0.0694922,0.843298,1.0,no,1.0
FONG,Mock,ZIKV,0.0873169,0.156692,0.8436,1.0,no,1.0
EDN1,Mock,ZIKV,0.934141,1.67728,0.844413,0.00145,yes,0.00145
ZCCHC10,Mock,ZIKV,11.5155,20.6767,0.844424,5e-05,yes,5e-05
GLRA4,Mock,ZIKV,0.450274,0.808503,0.84445,0.04545,no,0.04545
HIST1H4E,Mock,ZIKV,1.62222,2.9129,0.844486,0.12005,no,0.12005
FOXB1,Mock,ZIKV,3.91967,7.03991,0.844824,5e-05,yes,5e-05
FAM220A,Mock,ZIKV,10.3367,18.5654,0.844838,5e-05,yes,5e-05
REST,Mock,ZIKV,7.06825,12.6953,0.844873,5e-05,yes,5e-05
CDH18,Mock,ZIKV,1.2258,2.20191,0.845039,0.0001,yes,0.0001
ZNF658,Mock,ZIKV,0.298099,0.535598,0.845359,1.0,no,1.0
CPT1A,Mock,ZIKV,4.42526,7.95204,0.845564,5e-05,yes,5e-05
RIOK2,Mock,ZIKV,6.20524,11.1526,0.845819,5e-05,yes,5e-05
NCEH1,Mock,ZIKV,0.728666,1.31001,0.846247,0.0001,yes,0.0001
TFEB,Mock,ZIKV,0.198099,0.356223,0.846558,1.0,no,1.0
KLK6,Mock,ZIKV,0.0235921,0.0424271,0.846682,1.0,no,1.0
TEKT3,Mock,ZIKV,1.23472,2.22101,0.847029,0.00095,yes,0.00095
CCDC71L,Mock,ZIKV,5.89039,10.5962,0.847117,5e-05,yes,5e-05
SDF2L1,Mock,ZIKV,11.358,20.4443,0.847995,5e-05,yes,5e-05
SPDEF,Mock,ZIKV,0.269488,0.485108,0.848086,1.0,no,1.0
NFKBIZ,Mock,ZIKV,1.26113,2.27039,0.848216,0.01755,yes,0.01755
AGAP7,Mock,ZIKV,0.582286,1.04845,0.848458,0.0055,yes,0.0055
FERMT3,Mock,ZIKV,0.492353,0.886538,0.84849,0.0946,no,0.0946
SYNJ1,Mock,ZIKV,8.65049,15.5803,0.848869,5e-05,yes,5e-05
PGR,Mock,ZIKV,0.0462775,0.0833721,0.849252,1.0,no,1.0
ZBTB2,Mock,ZIKV,7.44112,13.4057,0.849255,5e-05,yes,5e-05
HIC1,Mock,ZIKV,0.133706,0.240903,0.849383,1.0,no,1.0
ALKBH1,Mock,ZIKV,4.25344,7.66582,0.84981,5e-05,yes,5e-05
HIVEP1,Mock,ZIKV,6.30159,11.3656,0.850886,5e-05,yes,5e-05
CACNG3,Mock,ZIKV,0.596693,1.07667,0.851512,0.00305,yes,0.00305
NUFIP2,Mock,ZIKV,16.5077,29.8005,0.852204,5e-05,yes,5e-05
TNS1,Mock,ZIKV,0.462398,0.834777,0.852257,5e-05,yes,5e-05
C10orf118,Mock,ZIKV,5.74574,10.3735,0.852337,5e-05,yes,5e-05
MCEE,Mock,ZIKV,4.29303,7.75076,0.85234,0.0001,yes,0.0001
NGFR,Mock,ZIKV,2.24632,4.05593,0.852465,5e-05,yes,5e-05
PMS2CL,Mock,ZIKV,4.53707,8.19564,0.853097,5e-05,yes,5e-05
ACSL3,Mock,ZIKV,31.9012,57.6304,0.853219,5e-05,yes,5e-05
GMPPA,Mock,ZIKV,6.84467,12.3698,0.853771,5e-05,yes,5e-05
HMHA1,Mock,ZIKV,6.34152,11.4677,0.854672,5e-05,yes,5e-05
GCNT7,Mock,ZIKV,0.0541778,0.0980068,0.855178,1.0,no,1.0
LOC100505795,Mock,ZIKV,0.0661812,0.119734,0.855333,1.0,no,1.0
SGK2,Mock,ZIKV,1.66939,3.02023,0.85534,5e-05,yes,5e-05
AGAP5,Mock,ZIKV,3.38387,6.12392,0.855784,5e-05,yes,5e-05
PSG5,Mock,ZIKV,0.0066912,0.012111,0.855982,1.0,no,1.0
PHF15,Mock,ZIKV,0.0897236,0.162423,0.856199,1.0,no,1.0
MIR320B2,Mock,ZIKV,1.15565,2.09333,0.857096,1.0,no,1.0
ZBTB6,Mock,ZIKV,6.00635,10.8801,0.857126,5e-05,yes,5e-05
PPM1D,Mock,ZIKV,11.1208,20.1502,0.857532,5e-05,yes,5e-05
TUBA3E,Mock,ZIKV,0.0811023,0.146971,0.857719,1.0,no,1.0
HBE1,Mock,ZIKV,0.0597835,0.108383,0.858318,1.0,no,1.0
C12orf45,Mock,ZIKV,12.4756,22.6315,0.859227,5e-05,yes,5e-05
TMEM130,Mock,ZIKV,3.20236,5.80999,0.859401,5e-05,yes,5e-05
MAP4K2,Mock,ZIKV,4.24908,7.7152,0.860553,5e-05,yes,5e-05
ISCU,Mock,ZIKV,36.3338,65.9773,0.86066,5e-05,yes,5e-05
ZNF205-AS1,Mock,ZIKV,0.433608,0.787424,0.86075,0.451,no,0.451
MSL2,Mock,ZIKV,12.7468,23.1524,0.86103,5e-05,yes,5e-05
FBXO28,Mock,ZIKV,6.45585,11.7289,0.861394,5e-05,yes,5e-05
MIR590,Mock,ZIKV,21.8742,39.741,0.861397,0.6671,no,0.6671
BCYRN1,Mock,ZIKV,30.0329,54.5838,0.861929,0.55005,no,0.55005
AWAT2,Mock,ZIKV,0.0313574,0.0569988,0.862127,1.0,no,1.0
CITED2,Mock,ZIKV,41.0086,74.5507,0.862297,5e-05,yes,5e-05
DR1,Mock,ZIKV,23.7931,43.263,0.86259,5e-05,yes,5e-05
SETD7,Mock,ZIKV,6.96206,12.6615,0.862858,5e-05,yes,5e-05
SLC35B1,Mock,ZIKV,37.3358,67.9132,0.863134,5e-05,yes,5e-05
FBXL17,Mock,ZIKV,6.70472,12.2016,0.863823,5e-05,yes,5e-05
ATXN2,Mock,ZIKV,12.8643,23.4144,0.864024,5e-05,yes,5e-05
ARID4A,Mock,ZIKV,12.7189,23.1511,0.864106,5e-05,yes,5e-05
BREA2,Mock,ZIKV,0.403761,0.734994,0.864233,0.09885,no,0.09885
FZD5,Mock,ZIKV,1.29287,2.3544,0.864782,5e-05,yes,5e-05
RNF128,Mock,ZIKV,0.003573,0.00650731,0.864924,1.0,no,1.0
HRK,Mock,ZIKV,0.554578,1.01016,0.865129,0.0204,yes,0.0204
HIST1H2BG,Mock,ZIKV,2.00478,3.6523,0.86536,0.0513,no,0.0513
LRFN2,Mock,ZIKV,0.776846,1.41664,0.866772,0.00055,yes,0.00055
SH3RF3,Mock,ZIKV,0.443323,0.808846,0.867506,0.00085,yes,0.00085
LINC00698,Mock,ZIKV,0.014438,0.0263426,0.867523,1.0,no,1.0
RNF169,Mock,ZIKV,6.31436,11.5211,0.867575,5e-05,yes,5e-05
C15orf55,Mock,ZIKV,0.00656498,0.0119784,0.867577,1.0,no,1.0
SNCB,Mock,ZIKV,0.27401,0.500626,0.869506,1.0,no,1.0
TADA2B,Mock,ZIKV,7.8763,14.4015,0.870626,5e-05,yes,5e-05
CCDC155,Mock,ZIKV,0.0132178,0.0241701,0.870744,1.0,no,1.0
PPARGC1B,Mock,ZIKV,0.772955,1.41537,0.872725,5e-05,yes,5e-05
CCDC162P,Mock,ZIKV,0.0536475,0.0982971,0.873639,1.0,no,1.0
C6orf7,Mock,ZIKV,0.171478,0.314233,0.873812,1.0,no,1.0
HPX,Mock,ZIKV,0.941416,1.72533,0.873971,0.00335,yes,0.00335
KCTD16,Mock,ZIKV,0.96333,1.76631,0.874636,5e-05,yes,5e-05
AIFM2,Mock,ZIKV,0.694643,1.27388,0.874887,0.3986,no,0.3986
KCND1,Mock,ZIKV,1.15366,2.11679,0.875658,5e-05,yes,5e-05
NREP-AS1,Mock,ZIKV,0.0224882,0.0412735,0.876046,1.0,no,1.0
LOC645249,Mock,ZIKV,0.0116837,0.021448,0.876343,1.0,no,1.0
SCFD1,Mock,ZIKV,22.5169,41.3469,0.876767,5e-05,yes,5e-05
PTPMT1,Mock,ZIKV,0.881315,1.61856,0.876979,0.27515,no,0.27515
RNF133,Mock,ZIKV,0.262525,0.482239,0.877293,1.0,no,1.0
TPTE2,Mock,ZIKV,0.998189,1.83374,0.877401,0.00885,yes,0.00885
TAS2R1,Mock,ZIKV,0.0386355,0.0710357,0.878617,1.0,no,1.0
LOC440335,Mock,ZIKV,0.11085,0.203919,0.879391,1.0,no,1.0
CSRNP3,Mock,ZIKV,12.3367,22.7011,0.879812,5e-05,yes,5e-05
SMOX,Mock,ZIKV,6.48688,11.9454,0.880863,5e-05,yes,5e-05
PDZD8,Mock,ZIKV,10.8005,19.8895,0.880913,5e-05,yes,5e-05
SNORD17,Mock,ZIKV,0.56305,1.03734,0.881552,1.0,no,1.0
STK32B,Mock,ZIKV,0.16887,0.311402,0.882863,1.0,no,1.0
STX5,Mock,ZIKV,21.1954,39.1004,0.883433,5e-05,yes,5e-05
FIGN,Mock,ZIKV,11.3711,20.9815,0.883745,5e-05,yes,5e-05
TAF1A,Mock,ZIKV,6.00882,11.0885,0.883909,5e-05,yes,5e-05
ITIH2,Mock,ZIKV,0.0372819,0.0688209,0.884371,1.0,no,1.0
RARA,Mock,ZIKV,5.27754,9.75286,0.885961,5e-05,yes,5e-05
RABGEF1,Mock,ZIKV,5.94387,10.9844,0.885978,5e-05,yes,5e-05
UBTD1,Mock,ZIKV,3.09782,5.72554,0.886158,5e-05,yes,5e-05
PHLDA1,Mock,ZIKV,10.1968,18.8486,0.886344,5e-05,yes,5e-05
HUS1,Mock,ZIKV,4.28406,7.91938,0.886409,5e-05,yes,5e-05
HSPA5,Mock,ZIKV,128.734,238.127,0.887338,5e-05,yes,5e-05
MED8,Mock,ZIKV,12.1638,22.5024,0.887484,5e-05,yes,5e-05
CT62,Mock,ZIKV,0.0305591,0.056541,0.887695,1.0,no,1.0
PPP4R1L,Mock,ZIKV,3.30029,6.10856,0.888241,5e-05,yes,5e-05
ZNF804A,Mock,ZIKV,2.90364,5.37565,0.888578,5e-05,yes,5e-05
MIR3655,Mock,ZIKV,33.6048,62.24,0.889177,0.72535,no,0.72535
ARL5B,Mock,ZIKV,20.6926,38.3253,0.889183,5e-05,yes,5e-05
FAM71E1,Mock,ZIKV,0.696463,1.29037,0.889668,0.63735,no,0.63735
FUT7,Mock,ZIKV,0.0266489,0.0494375,0.89153,1.0,no,1.0
EDEM1,Mock,ZIKV,9.74407,18.0783,0.891664,5e-05,yes,5e-05
RBM24,Mock,ZIKV,3.03991,5.64359,0.892585,5e-05,yes,5e-05
OSBPL10,Mock,ZIKV,0.167141,0.310408,0.893096,1.0,no,1.0
CD40,Mock,ZIKV,0.00872276,0.0162016,0.89328,1.0,no,1.0
FLRT3,Mock,ZIKV,7.91184,14.6986,0.893592,5e-05,yes,5e-05
SLC9A7P1,Mock,ZIKV,0.0113986,0.0211823,0.894008,1.0,no,1.0
CANX,Mock,ZIKV,168.684,313.788,0.895464,5e-05,yes,5e-05
C1orf51,Mock,ZIKV,2.16485,4.02811,0.895833,5e-05,yes,5e-05
BGN,Mock,ZIKV,0.242913,0.452113,0.896245,1.0,no,1.0
GALK2,Mock,ZIKV,3.61895,6.74103,0.897396,5e-05,yes,5e-05
SAMD11,Mock,ZIKV,3.43315,6.39495,0.897402,0.0068,yes,0.0068
DNAJC1,Mock,ZIKV,11.697,21.7898,0.897519,5e-05,yes,5e-05
ZNF703,Mock,ZIKV,5.41375,10.0851,0.897529,5e-05,yes,5e-05
ARID5B,Mock,ZIKV,6.83488,12.7427,0.898684,5e-05,yes,5e-05
CPEB1,Mock,ZIKV,0.754246,1.40683,0.899342,0.04785,no,0.04785
CLCN2,Mock,ZIKV,5.00018,9.32696,0.899427,5e-05,yes,5e-05
STT3A,Mock,ZIKV,38.7887,72.3572,0.8995,5e-05,yes,5e-05
GRID2IP,Mock,ZIKV,0.0398131,0.0742686,0.899508,1.0,no,1.0
TRIM77,Mock,ZIKV,0.00569344,0.0106257,0.90018,1.0,no,1.0
MPL,Mock,ZIKV,0.035071,0.0654536,0.900192,1.0,no,1.0
MDM2,Mock,ZIKV,21.6675,40.4511,0.900648,5e-05,yes,5e-05
FAM169A,Mock,ZIKV,6.74363,12.5907,0.900758,5e-05,yes,5e-05
PRLR,Mock,ZIKV,0.674617,1.26,0.901288,5e-05,yes,5e-05
RBAK-LOC389458,Mock,ZIKV,0.0570777,0.106672,0.902185,1.0,no,1.0
CA5B,Mock,ZIKV,1.2729,2.37962,0.902607,5e-05,yes,5e-05
LCT,Mock,ZIKV,0.00905971,0.0169407,0.902958,1.0,no,1.0
HSPA14,Mock,ZIKV,12.237,22.9139,0.904974,5e-05,yes,5e-05
MICB,Mock,ZIKV,0.0589068,0.110304,0.904984,1.0,no,1.0
CCDC125,Mock,ZIKV,1.21475,2.27596,0.905817,5e-05,yes,5e-05
TOB1,Mock,ZIKV,16.5088,30.9315,0.905846,5e-05,yes,5e-05
NCOA7,Mock,ZIKV,2.19183,4.11012,0.907044,5e-05,yes,5e-05
LINC00598,Mock,ZIKV,0.0846075,0.158673,0.907196,1.0,no,1.0
NXF1,Mock,ZIKV,35.4066,66.407,0.907314,5e-05,yes,5e-05
CRY1,Mock,ZIKV,10.3201,19.3602,0.907639,5e-05,yes,5e-05
EREG,Mock,ZIKV,0.124917,0.234386,0.907918,1.0,no,1.0
FAM132A,Mock,ZIKV,1.0084,1.89426,0.90956,0.0109,yes,0.0109
NKX3-2,Mock,ZIKV,0.25894,0.486612,0.910153,1.0,no,1.0
SLC39A14,Mock,ZIKV,7.7585,14.5809,0.91023,5e-05,yes,5e-05
UBE2F-SCLY,Mock,ZIKV,0.689156,1.29598,0.911143,0.3609,no,0.3609
ACOT1,Mock,ZIKV,0.156691,0.294682,0.911239,1.0,no,1.0
USH1G,Mock,ZIKV,0.0504464,0.0948975,0.911618,1.0,no,1.0
FAM19A1,Mock,ZIKV,0.0614295,0.115772,0.914282,1.0,no,1.0
SLC25A25,Mock,ZIKV,17.6156,33.2023,0.914429,5e-05,yes,5e-05
PDP2,Mock,ZIKV,2.60981,4.92671,0.916683,5e-05,yes,5e-05
ZXDA,Mock,ZIKV,1.29838,2.45164,0.917037,5e-05,yes,5e-05
REL,Mock,ZIKV,2.03394,3.84154,0.917405,5e-05,yes,5e-05
CAMK2D,Mock,ZIKV,14.9287,28.2216,0.918712,5e-05,yes,5e-05
SOX10,Mock,ZIKV,0.0275814,0.052192,0.920135,1.0,no,1.0
PIRT,Mock,ZIKV,0.00722274,0.0136713,0.920535,1.0,no,1.0
IL15RA,Mock,ZIKV,0.0182555,0.0345616,0.920834,1.0,no,1.0
RAB39B,Mock,ZIKV,6.96055,13.1783,0.920893,5e-05,yes,5e-05
PDE4A,Mock,ZIKV,0.827201,1.56755,0.922205,5e-05,yes,5e-05
GFRA3,Mock,ZIKV,0.0454735,0.0861798,0.922323,1.0,no,1.0
SMTNL2,Mock,ZIKV,0.0901524,0.170997,0.923538,1.0,no,1.0
SLC8A3,Mock,ZIKV,0.308548,0.585271,0.923611,1.0,no,1.0
AP4B1-AS1,Mock,ZIKV,0.743449,1.41025,0.923647,0.2665,no,0.2665
FNDC3B,Mock,ZIKV,5.77885,10.962,0.923652,5e-05,yes,5e-05
SGTB,Mock,ZIKV,6.14004,11.6512,0.924165,5e-05,yes,5e-05
RBM46,Mock,ZIKV,0.148664,0.282233,0.924833,1.0,no,1.0
HPSE,Mock,ZIKV,0.0426592,0.0810301,0.925601,1.0,no,1.0
ZNF639,Mock,ZIKV,8.87548,16.8653,0.926159,5e-05,yes,5e-05
DNAI2,Mock,ZIKV,0.0867329,0.164873,0.926706,1.0,no,1.0
TRAM1,Mock,ZIKV,34.4958,65.6418,0.928193,5e-05,yes,5e-05
TSHZ2,Mock,ZIKV,1.11672,2.12554,0.928566,5e-05,yes,5e-05
LEFTY1,Mock,ZIKV,0.404991,0.770983,0.928809,0.02175,yes,0.02175
TNFSF9,Mock,ZIKV,1.79882,3.42597,0.929459,0.0001,yes,0.0001
HIVEP2,Mock,ZIKV,2.90537,5.53441,0.929709,5e-05,yes,5e-05
HSD3BP4,Mock,ZIKV,0.0974067,0.185596,0.93007,1.0,no,1.0
PDHX,Mock,ZIKV,10.475,19.9651,0.93053,5e-05,yes,5e-05
GJB5,Mock,ZIKV,0.0962973,0.183585,0.930878,1.0,no,1.0
KCNA3,Mock,ZIKV,1.16388,2.21895,0.930932,5e-05,yes,5e-05
RXRG,Mock,ZIKV,1.17287,2.23753,0.931863,0.00015,yes,0.00015
VPS37A,Mock,ZIKV,5.807,11.0794,0.932009,5e-05,yes,5e-05
ANKRD37,Mock,ZIKV,0.52762,1.00692,0.932373,0.3371,no,0.3371
AWAT1,Mock,ZIKV,0.0262686,0.0501438,0.93273,1.0,no,1.0
TIGD2,Mock,ZIKV,2.99656,5.72116,0.932999,5e-05,yes,5e-05
LOC286059,Mock,ZIKV,0.343278,0.655734,0.933732,0.6067,no,0.6067
FAM184A,Mock,ZIKV,7.17961,13.7167,0.93396,5e-05,yes,5e-05
HMBOX1,Mock,ZIKV,5.31696,10.1597,0.934181,5e-05,yes,5e-05
C16orf87,Mock,ZIKV,15.6411,29.8997,0.934791,5e-05,yes,5e-05
KCNG3,Mock,ZIKV,0.117794,0.225274,0.93541,1.0,no,1.0
TMF1,Mock,ZIKV,9.516,18.2064,0.936018,5e-05,yes,5e-05
LMO4,Mock,ZIKV,16.212,31.0181,0.936048,5e-05,yes,5e-05
RORA,Mock,ZIKV,2.37778,4.5497,0.936155,5e-05,yes,5e-05
COL6A6,Mock,ZIKV,0.0329557,0.0630975,0.937054,1.0,no,1.0
GOLGA2,Mock,ZIKV,16.7285,32.0352,0.937345,5e-05,yes,5e-05
SOX9,Mock,ZIKV,4.28862,8.21281,0.937364,5e-05,yes,5e-05
COL4A3,Mock,ZIKV,0.00713482,0.0136764,0.938737,1.0,no,1.0
ARHGAP19-SLIT1,Mock,ZIKV,0.258609,0.496142,0.939981,1.0,no,1.0
NMD3,Mock,ZIKV,14.0638,26.9982,0.940872,5e-05,yes,5e-05
EIF2S2,Mock,ZIKV,33.4189,64.1575,0.940951,5e-05,yes,5e-05
OR2K2,Mock,ZIKV,0.0839449,0.161203,0.941365,1.0,no,1.0
SPATA21,Mock,ZIKV,0.0223994,0.0430212,0.941585,1.0,no,1.0
RFPL3S,Mock,ZIKV,2.27042,4.36093,0.941678,0.0006,yes,0.0006
LINC00857,Mock,ZIKV,0.0798493,0.153457,0.942481,1.0,no,1.0
RAB11FIP5,Mock,ZIKV,2.1773,4.18495,0.942671,5e-05,yes,5e-05
TNIP3,Mock,ZIKV,0.0989811,0.190371,0.943592,1.0,no,1.0
RLIM,Mock,ZIKV,11.7777,22.6532,0.94366,5e-05,yes,5e-05
CYP2C19,Mock,ZIKV,0.007215,0.0138782,0.943753,1.0,no,1.0
DGAT2L6,Mock,ZIKV,0.00608891,0.0117125,0.943794,1.0,no,1.0
C1orf180,Mock,ZIKV,0.00341873,0.00657665,0.943891,1.0,no,1.0
TBC1D3F,Mock,ZIKV,1.27914,2.46309,0.945301,0.0001,yes,0.0001
GRIN2B,Mock,ZIKV,0.820384,1.58088,0.94636,5e-05,yes,5e-05
DSG4,Mock,ZIKV,0.00270799,0.0052188,0.946494,1.0,no,1.0
EEA1,Mock,ZIKV,6.32894,12.1997,0.946814,5e-05,yes,5e-05
PLEKHA3,Mock,ZIKV,9.41304,18.1492,0.947175,0.0002,yes,0.0002
METTL11B,Mock,ZIKV,0.01958,0.0377632,0.947601,1.0,no,1.0
OR9A4,Mock,ZIKV,0.0193954,0.0374073,0.947604,1.0,no,1.0
GPR139,Mock,ZIKV,0.0139084,0.0268262,0.947685,1.0,no,1.0
KIF25,Mock,ZIKV,0.0125066,0.0241226,0.947699,1.0,no,1.0
KLRF2,Mock,ZIKV,0.0322141,0.0621429,0.947895,1.0,no,1.0
HHATL,Mock,ZIKV,0.00930463,0.01795,0.947962,1.0,no,1.0
C18orf25,Mock,ZIKV,6.02268,11.6214,0.9483,5e-05,yes,5e-05
BCL6,Mock,ZIKV,5.1849,10.0065,0.948552,5e-05,yes,5e-05
CDR2,Mock,ZIKV,5.84395,11.2803,0.948793,5e-05,yes,5e-05
MTHFD1L,Mock,ZIKV,16.2774,31.4207,0.948844,5e-05,yes,5e-05
FERMT1,Mock,ZIKV,0.0122389,0.0236545,0.950641,1.0,no,1.0
SPDYE2L,Mock,ZIKV,0.0602257,0.116414,0.950808,1.0,no,1.0
GFPT1,Mock,ZIKV,13.334,25.7803,0.95116,5e-05,yes,5e-05
TBC1D3P5,Mock,ZIKV,0.0113656,0.0219772,0.951335,1.0,no,1.0
JMY,Mock,ZIKV,5.60868,10.8483,0.951733,5e-05,yes,5e-05
SAR1B,Mock,ZIKV,5.87545,11.3663,0.951996,5e-05,yes,5e-05
GPR25,Mock,ZIKV,0.0320458,0.0619943,0.952,1.0,no,1.0
ANKRD19P,Mock,ZIKV,0.783295,1.51626,0.952888,0.0006,yes,0.0006
NNMT,Mock,ZIKV,0.401514,0.777343,0.9531,0.0252,no,0.0252
SLC25A31,Mock,ZIKV,0.0560912,0.108604,0.953227,1.0,no,1.0
WNK3,Mock,ZIKV,3.71694,7.20151,0.954184,5e-05,yes,5e-05
FAM225B,Mock,ZIKV,0.000934539,0.00181123,0.954647,1.0,no,1.0
FOXR2,Mock,ZIKV,0.00202453,0.00392375,0.954647,1.0,no,1.0
GOLGA6L1,Mock,ZIKV,0.00144677,0.00280399,0.954647,1.0,no,1.0
LOC100129520,Mock,ZIKV,0.00188396,0.00365132,0.954647,1.0,no,1.0
LSAMP-AS3,Mock,ZIKV,0.00275667,0.00534271,0.954647,1.0,no,1.0
MIR4500HG,Mock,ZIKV,0.00711187,0.0137835,0.954647,1.0,no,1.0
MRGPRD,Mock,ZIKV,0.00685709,0.0132898,0.954647,1.0,no,1.0
TMEM114,Mock,ZIKV,0.0118557,0.0229776,0.954647,1.0,no,1.0
MYL1,Mock,ZIKV,0.00793735,0.0153848,0.954777,1.0,no,1.0
RNF152,Mock,ZIKV,4.51123,8.75991,0.957397,5e-05,yes,5e-05
KIAA1045,Mock,ZIKV,0.313054,0.607935,0.957503,1.0,no,1.0
ESCO1,Mock,ZIKV,5.56438,10.8071,0.957693,5e-05,yes,5e-05
CDK11A,Mock,ZIKV,8.20317,15.9386,0.95827,0.00365,yes,0.00365
C2CD2L,Mock,ZIKV,7.03809,13.6782,0.958619,5e-05,yes,5e-05
NFIL3,Mock,ZIKV,9.0129,17.5232,0.959202,5e-05,yes,5e-05
ELL,Mock,ZIKV,3.02689,5.88504,0.959215,5e-05,yes,5e-05
PURA,Mock,ZIKV,2.83706,5.51756,0.959633,5e-05,yes,5e-05
KIAA0408,Mock,ZIKV,0.200886,0.390777,0.959967,1.0,no,1.0
SH3RF3-AS1,Mock,ZIKV,0.159472,0.310426,0.960941,1.0,no,1.0
ZSWIM2,Mock,ZIKV,0.101628,0.197934,0.961722,1.0,no,1.0
NKPD1,Mock,ZIKV,0.160626,0.313061,0.962739,1.0,no,1.0
NADKD1,Mock,ZIKV,12.5771,24.5157,0.96291,5e-05,yes,5e-05
IRX2,Mock,ZIKV,0.434597,0.848001,0.964388,0.0054,yes,0.0054
LOC100133161,Mock,ZIKV,0.0833562,0.16265,0.964406,1.0,no,1.0
PDZRN3,Mock,ZIKV,2.87101,5.60209,0.964407,5e-05,yes,5e-05
GCG,Mock,ZIKV,0.0348016,0.0679129,0.964531,1.0,no,1.0
PDE6G,Mock,ZIKV,0.0574456,0.112106,0.964592,1.0,no,1.0
SLC35F3,Mock,ZIKV,2.7014,5.2759,0.965712,5e-05,yes,5e-05
GCOM1,Mock,ZIKV,0.0190835,0.0372811,0.966121,1.0,no,1.0
NR1D2,Mock,ZIKV,10.7645,21.0349,0.966505,5e-05,yes,5e-05
P2RY11,Mock,ZIKV,0.809263,1.58307,0.968046,0.4809,no,0.4809
ARFGAP3,Mock,ZIKV,22.7824,44.5934,0.968912,5e-05,yes,5e-05
TSC22D2,Mock,ZIKV,10.9777,21.4977,0.969603,5e-05,yes,5e-05
PVT1,Mock,ZIKV,3.27151,6.41338,0.971129,5e-05,yes,5e-05
SDE2,Mock,ZIKV,7.04955,13.8218,0.97134,5e-05,yes,5e-05
MIA3,Mock,ZIKV,14.6884,28.8019,0.971492,5e-05,yes,5e-05
HIST4H4,Mock,ZIKV,0.244086,0.478754,0.971894,1.0,no,1.0
CXorf36,Mock,ZIKV,0.0249984,0.0490407,0.972144,1.0,no,1.0
ZBTB49,Mock,ZIKV,2.76936,5.43465,0.972638,5e-05,yes,5e-05
AKAP8L,Mock,ZIKV,64.7193,127.068,0.973335,5e-05,yes,5e-05
PLK2,Mock,ZIKV,29.4299,57.8425,0.974845,5e-05,yes,5e-05
ERN1,Mock,ZIKV,1.29069,2.53808,0.975591,5e-05,yes,5e-05
GCNT4,Mock,ZIKV,0.134046,0.263609,0.975678,1.0,no,1.0
HSPA6,Mock,ZIKV,0.382759,0.752736,0.97571,0.0051,yes,0.0051
CKLF-CMTM1,Mock,ZIKV,0.146348,0.288066,0.977,1.0,no,1.0
ABCF3,Mock,ZIKV,11.7994,23.2315,0.977362,5e-05,yes,5e-05
CLCN1,Mock,ZIKV,0.0358204,0.0705323,0.977504,1.0,no,1.0
LOC283692,Mock,ZIKV,0.107539,0.211812,0.977929,1.0,no,1.0
NEU1,Mock,ZIKV,16.8076,33.107,0.978019,5e-05,yes,5e-05
GALR2,Mock,ZIKV,0.262635,0.517365,0.978125,1.0,no,1.0
TBX19,Mock,ZIKV,1.09699,2.16181,0.97868,5e-05,yes,5e-05
JMJD1C,Mock,ZIKV,17.3634,34.2352,0.979432,5e-05,yes,5e-05
RAB6C,Mock,ZIKV,0.0337762,0.066614,0.979819,1.0,no,1.0
FCGR1B,Mock,ZIKV,0.0554257,0.109322,0.979961,1.0,no,1.0
MATN1-AS1,Mock,ZIKV,0.221462,0.437141,0.981039,1.0,no,1.0
PRR4,Mock,ZIKV,7.36026,14.5305,0.981252,0.0528,no,0.0528
RAB21,Mock,ZIKV,14.3239,28.2813,0.981421,5e-05,yes,5e-05
TMEM37,Mock,ZIKV,0.537651,1.06276,0.983075,0.00705,yes,0.00705
GDF6,Mock,ZIKV,0.16867,0.333579,0.983824,1.0,no,1.0
RPS15AP10,Mock,ZIKV,0.325715,0.644593,0.984776,0.72255,no,0.72255
EGLN3,Mock,ZIKV,0.200829,0.397537,0.985118,1.0,no,1.0
KCNV1,Mock,ZIKV,0.0779286,0.154308,0.985588,1.0,no,1.0
ZRSR2,Mock,ZIKV,7.38699,14.6356,0.986424,5e-05,yes,5e-05
HIST1H3E,Mock,ZIKV,2.04609,4.05574,0.987091,0.0197,yes,0.0197
GYS2,Mock,ZIKV,0.0543488,0.107793,0.987948,1.0,no,1.0
PIM3,Mock,ZIKV,11.3874,22.592,0.988374,5e-05,yes,5e-05
LOC595101,Mock,ZIKV,1.23868,2.45865,0.989065,5e-05,yes,5e-05
TAS2R8,Mock,ZIKV,0.156518,0.310729,0.989327,1.0,no,1.0
